time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,1,0
1.558442,Uhoi,5,All1,Red02,,,,,,,,,,Oioi,77,0
12.467532,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
13.636364,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
14.025974,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
15.194805,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
15.584416,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
16.753247,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
17.142857,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
18.311688,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
18.701299,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
19.87013,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
20.25974,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
21.428571,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
57.662338,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,5.133333333,0
68.181818,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,77,8
68.571429,Uhoi,5,All1,Red02,,,,,,,,,,Bye,38.5,0
95.064935,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
96.233766,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
96.623377,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
97.792208,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
98.181818,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
99.350649,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
99.74026,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
100.909091,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
101.298701,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
102.467532,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
102.857143,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
104.025974,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
104.415584,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,38.5,0
105.584416,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,154,8
106,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,1,0
