time,lyrics,size
0,,
14.18,ドキドキッって気持ち転がってchu chu!!,
17.95,ココロ弾けるの,
21.5,キュンキュンて胸が高鳴るFuFu!!,
25.18,まっすぐ駆け出すわ,
28.57,いつも誰かを追いかけてるキミの視線を,
35.87,ちゃんと私が、今すぐトリコにして見せるんだから,
47.469,チョーいっぱい☆,
48.9,弾けるパワーでダッシュ,
52.171,もっと、ずっとグッと近づきたいのよ,
57.18,この想い神様だって捧げるわ !,
62.28,めーいっぱい☆,
63.53,キラキラお空にジャンプ,
66.8,もっと、ずっとギュンと抱きしめたい,
70.73,世界中巻き込んでキミのこと捕まえちゃうんだ !,
80.03,,
80.85,チョーいっぱい,
83.6,,
84.52,キラキラお空にジャンプ !,
87.73,もっと、ずっとギュンと抱きしめたい,
91.92,世界中みんなごと巻き込んで,
97.23,キミのことまるごと,
100.8,このハート飛び越えて,
104.3,捕まえちゃう☆,
106.07,捕まえちゃうんだ !,
110.02,,
