time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,All1,Orange01,,,,,,,,,,Uhoi,1,0
3.636364,Uhoi,180,All1,Orange01,,,,,,,,,,Oioi,132,0
16.363636,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,1,0
17.272727,Uhoi,180,All1,Orange01,,,,,,,,,,PPPH,88,0
19.090909,Uhoi,180,All1,Orange01,,,,,,,,,,Oioi,132,0
45.454545,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,66,0
50.909091,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,1,0
51.818182,Uhoi,180,All1,Orange01,,,,,,,,,,PPPH,88,0
53.636364,Uhoi,180,All1,Orange01,,,,,,,,,,Oioi,132,0
65.454545,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,1,0
66.363636,Uhoi,180,All1,Orange01,,,,,,,,,,PPPH,88,0
68.181818,Uhoi,180,All1,Orange01,,,,,,,,,,Oioi,132,0
81.818182,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,1,0
84.545455,Uhoi,180,All1,Orange01,,,,,,,,,,Oioi,132,0
106,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,1,0
109.5455,Uhoi,180,All1,Orange01,,,,,,,,,,Uhoi,66,0
110.6818,Uhoi,180,All1,Orange01,,,,,,,,,,Pause,1,0
111.52,Uhoi,180,All1,Orange01,,,,,,,,,,Oioi,132,0
