time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,5,0
2.4,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,350,0
14.057143,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,40,0
17.828571,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,175,0
29.828571,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,175,0
51.55714329,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,175,0
54.3,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
57.942857,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,175,0
65.485714,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,116.67,0
66.514286,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,58,0
69.942857,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,175,0
89.82857,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,0
89.828571,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
90.64285743,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,110,0
91.39286,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
92.01428543,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,110,0
92.76429,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
97.371429,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,175,0
111.342857,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,43.75,0
115.628571,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
