time,lyrics,size
0,,
18.067,ときめくわ　心のアンテナ,
22.183,欲しいものがいっぱいなの,
26.133,世界一　カワイクなるんだから,
30.067,とびっきりのお洒落したいな,
33.817,恋をしちゃいました　恋にアタックだ,
38.067,ほっぺたが真っ赤,
41.067,きっと　夢はアイデンティティ,
43.95,夢はチャンスをくれるの,
49.267,赤いリップでbaby　わがままcandy,
53.733,お洒落も初恋もね,
57.067,大好きを全部叶えたいな　知りたいな,
65.083,ロマンティックはtiming　いいでしょfeeling,
69.567,優しさ　ピュア＆スマイルで,
73.067,夢叶えるから　未来彩るcolor,
81.067,赤いリップでbaby　わがままcandy,
85.650,お洒落も初恋もね,
89.417,大好きを全部叶えたいな　知りたいな,
97.067,ドラマチックにchanging　いいでしょcharming,
101.783,優しさ　ピュア＆スマイルで,
105.083,夢見る今日から　未来を描くcolor,
113.917,,
