0.03333,MOT_mc_bg_black_00,b80-60,,
0.03333,MOT_mc_light_center_00,stay,,
0.03333,MOT_mc_light_up_00,stay,,
0.03333,MOT_mc_light_under_00,stay,,
0.03333,MOT_control_all,stay,,
0.03333,MOT_mc_stage_color_00,stay,,
0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.06666,MOT_mc_light_up_00,l1,,
0.06666,MOT_control_all,cut1,,
1.49985,MOT_all,cut2,,
1.6664999999999999,MOT_mc_light_under_00,l2,,
1.6664999999999999,MOT_mc_light_center_00,l2,,
1.6664999999999999,MOT_mc_light_up_00,l2,,
1.6664999999999999,2,sj1,,
2.09979,2,j1-2,,
2.5997399999999997,2,2-4,,
2.96637,2,j4-1,,
2.96637,1,w1,,
3.4663199999999996,2,sj1,,
3.9662699999999997,2,sj1,,
4.46622,2,sj1,,
4.93284,2,w1,,
5.099489999999999,2,sj1,,
5.56611,2,w1,,
5.966069999999999,3,1-4,,
6.29937,3,j4-1,,
6.79932,3,sj1,,
7.29927,3,sj1,,
7.79922,3,sj1,,
8.3325,3,w1,,
8.49915,3,sj1,,
8.83245,3,w1,,
9.26574,MOT_mc_light_under_00,l3,,
9.26574,MOT_mc_light_center_00,l3,,
9.26574,MOT_mc_light_up_00,l3,,
9.26574,MOT_mc_bg_black_00,b60-0,,
9.26574,1,j4-2,,
9.26574,2,j1-2,,
9.26574,3,j1-2,,
9.56571,1,j2-4,,
9.56571,2,j2-4,,
9.56571,3,j2-4,,
9.93234,1,hj4,,
9.93234,2,hj4,,
9.93234,3,hj4,,
10.598939999999999,1,4-1,,
10.598939999999999,2,4-1,l1,
10.598939999999999,3,4-1,r1,
10.93224,1,sj1,,
10.93224,2,lp1,l2,
10.93224,3,lp1,r2,
11.16555,2,,l3,
11.16555,3,,r3,
11.43219,1,1-4,,
11.43219,2,1-4,lb2,
11.43219,3,1-4,rb2,
11.76549,1,sj4,,
11.76549,2,lp4,l3,
11.76549,3,lp4,r3,
12.032129999999999,2,,l4,
12.032129999999999,3,,r4,
12.29877,1,j4-2,,
12.29877,2,,lb3,
12.29877,3,,rb3,
12.56541,2,,l4,
12.56541,3,,r4,
12.79872,1,w2,,
12.79872,2,,l5,
12.79872,3,,r5,
13.06536,1,2-1,,
13.06536,2,2-1,,
13.06536,3,2-1,,
13.39866,1,hj1,,
13.39866,2,hj1,,
13.39866,3,hj1,,
13.9986,1,1-3,,
13.9986,2,1-3,lb4,
13.9986,3,1-3,rb4,
14.3319,2,w3,lb3,
14.3319,3,w3,rb3,
14.3319,1,w3,,
14.59854,1,j3-2,,
14.59854,2,3-2,lb2,
14.59854,3,3-2,rb2,
14.93184,2,w2,l3,
14.93184,3,w2,r3,
15.165149999999999,1,2-4,,
15.165149999999999,2,2-4,lb2,
15.165149999999999,3,2-4,rb2,
15.49845,1,j4-1,,
15.49845,2,4-1,,
15.49845,3,4-1,,
15.83175,MOT_all,cut3,,
15.83175,2,lp1,lb1,
15.83175,3,lp1,rb1,
16.06506,2,1-2,lb0,
16.06506,3,1-2,rb0,
16.06506,1,j1-2,,
16.39836,2,w2,r1,
