time,lyrics,size
0,,
7.93,夜に惑う クチビルよせて,
12.65,Jewel of Love,
16.1,,
27.17,青い星に誘われ,
32.08,ひとり (ヒラヒラ) 踊る (ユラユラ),
38.2,やっと見付けてくれたね,
42.999,瞳 キラキラ 潤む,
47.85,,
48.37,心飾られたいわけじゃないわ,
54.78,あなただけに,
56.87,そうさらけ出すの,
59.35,聞いて Tonight Tonight Tonight!!,
62.55,Secret Secret My heart!!,
64.9,咲いてJewel Jewel,
66.52,私だけの 歌声を染めて,
70.63,花びらより色付いたら,
73.58,未来輝くわ,
75.8,燃えてJewel Jewel,
77.42,抱きしめたら 星になれるから,
81.32,甘く揺れるクチビルには,
84.58,熱く香る言葉をのせて,
89.13,Jewel of Love,
92.05,咲いてJewel Jewel,
93.78,私だけの 歌声を染めて,
97.68,今あなたの胸に散るわ,
100.95,花吹雪のように,
103.001,私Jewel Jewel,
104.75,抱きしめたら 二度とはなさない,
108.45,永遠だと信じさせて,
111.72,夜に惑う クチビルよせて,
116.45,Jewel of Love,
120.02,,
