time,lyrics,size
0,,
2.41 ,お願い ! シンデレラ,
5.13 ,夢は夢で終われない,
7.89 ,動き始めてる 輝く日のために,
13.69 ,,
24.67 ,エヴリデイ どんな時も キュートハート 持ってたい,
30.14 ,ピンチもサバイバルも クールに越えたい,
35.66 ,アップデイト 無敵なパッション くじけ心 更新,
41.11 ,私に出来ることだけを 重ねて,
46.31 ,魔法が解けない様に,
51.42 ,リアルなスキル 巡るミラクル 信じてる,
57.25 ,お願い ! シンデレラ,
59.99 ,夢は夢で終われない,
62.712,叶えるよ 星に願いをかけたなら,
68.208,みつけよう ! My Only Star,
70.935,まだまだ小さいけど,
73.695,光り始めてる 輝く日のために,
79.528,,
90.168,心に シンデレラ,
92.906,私だけじゃ始まんない,
95.62,変われるよ 君の願いとリンクして,
101.148,みつけよう ! My Only Star,
103.876,探し続けていきたい,
106.596,涙のあとには,
109.175,また笑って,
110.576,スマートにね,
111.927,でも可愛く,
113.855,進もう !,
116.452,,
