time,lyrics,size
0,,
2.009,ワン・ツー・スリー・フォー・ファイブ・シックス・セブン,
5.607,「え～っと、見えてる世界だいぶ違うけど、2人で、最高速で行きまーす ! 」,
10.15,,
18.757,絶対に、絶対に困難なことでも,
22.707,一緒なら怖いものなしよ,
27.05,精一杯精一杯突き進んでこう,
30.923,2人なら問題ない,
35.033,そう私たち舞台に立ったら,
43.107,なるだけ,
43.65,どんなことでも,
44.683,そんなことでも,
45.733,あんなことでも,
46.65,ツインの精神で、,
48.2,んで、んで、ん、で,
49.8 ,オーイェイ、イェイェイ、イェ、イェイ、イェイ、イェイ,
51.89,「やれんのかオマエら～」,
54.083,Ah 全速力で,
56.167,必死で駆けていこう　うおー !,
58.207,ブーン ! 常にスピーディーに,
60.257,愛を撒き散らす,
62.457,Ah 離されないように,
64.517,ついておいでよほら、ベイベー !,
68.433,凸凹スピードスター,
72.74,,
81.2,どんなことでも,
82.267,そんなことでも,
83.35,あんなことでも,
84.333,ツインの精神で、,
85.767,んで、んで、ん、で,
87.2,オーイェイ、イェイェイ、イェ、イェイ、イェイ,
89.483,「やれんのかオマエら～」,
91.567,「いけんのかオマエら～」,
93.85,Ah 全速力で,
95.817,必死で駆けていこう　うおー !,
97.9,ブーン ! 常にスピーディーに,
100.017,愛を撒き散らす,
102.083,Ah 離されないように,
104.167,ついておいでよほら、ベイベー !,
108.083,凸凹スピードスター,
112.427,,
