time,lyrics,size
0,,
10.817,不器用な笑顔と,
14.529,さりげない優しさ,
18.161,あなただからかな？,
21.823,側にいたくなる,
25.571,さぼれないおめかし,
29.291,あなたには見せたい,
32.911,私とあなた みんなにどう見えてる？,
39.843,夜は\n(夜は布団でゲームにネットで天国だ),
42.884,秒速で過ぎる\n(翌日お仕事全然そんなの関係ない),
46.755,素直になれない時には\n(フリーダムこそがジャスティス、),
50.669,そっと抱きしめて欲しい\n(あんずはいつでもフリーダムなのだ～ハッハッハ～),
53.233,(だから後は二人に任せて帰るね),
55.277,(なんでやねん),
55.922,Happy×2 Days,
57.606,続いて行く あなたと二人の物語,
63.876,ずっと一緒にいよう,
66.828,弱いとこ含めて全部好きだよ,
70.709,Happy×2 Days,
72.383,夢を見たの あなたは優しく撫でてくれた,
78.608,きっと本当になる,
81.629,今日もまたあなたの目を見つめる,
85.966,ずっと ずっと ずっと,
92.909,Happy×2 Days,
94.562,夢を見たの あなたは優しく撫でてくれた,
100.719,きっと本当になる,
103.769,今日もまたあなたの目を見つめる,
108.144,ずっと ずっと ずっと,
115.503,きっと きっと きっと,
121.606,ひぇっくしゅん!! …うぃ～,
125.802,,
