0.03333,MOT_mc_bg_black_00,seat100-0,,
2.6664,MOT_mc_speaker_00,temp1,,
3.69963,1,j1-2,,
3.69963,2,j1-2,,
3.69963,3,j1-2,,
3.69963,4,j1-2,,
3.69963,5,j1-2,,
3.69963,MOT_mc_stage_color_00,b,,
3.69963,MOT_mc_light_up_00,l1,,
4.19958,1,w2,,
4.19958,2,w2,,
4.19958,3,w2,,
4.19958,4,w2,,
4.19958,5,w2,,
4.83285,1,j2-3,,
4.83285,2,j2-3,,
4.83285,3,j2-3,,
4.83285,4,j2-3,,
4.83285,5,j2-3,,
5.3328,1,w3,,
5.3328,2,w3,,
5.3328,3,w3,,
5.3328,4,w3,,
5.3328,5,w3,,
6.066059999999999,1,j3-4,,
6.066059999999999,2,j3-4,,
6.066059999999999,3,j3-4,,
6.066059999999999,4,j3-4,,
6.066059999999999,5,j3-4,,
6.5660099999999995,1,w4,,
6.5660099999999995,2,w4,,
6.5660099999999995,3,w4,,
6.5660099999999995,4,w4,,
6.5660099999999995,5,w4,,
7.36593,1,j4-1,,
7.36593,2,j4-1,,
7.36593,3,j4-1,,
7.36593,4,j4-1,,
7.36593,5,j4-1,,
7.86588,1,w1,,
7.86588,2,w1,,
7.86588,3,w1,,
7.86588,4,w1,,
7.86588,5,w1,,
8.365829999999999,1,j1-2,,
8.63247,2,j1-2,,
8.63247,3,j1-2,,
9.23241,1,hj2,,
9.23241,2,hj2,,
9.23241,3,hj2,,
9.23241,4,hj2,,
9.23241,5,hj2,,
9.23241,MOT_mc_stage_color_00,b-flash,,
9.23241,MOT_mc_light_up_00,l3,,
9.23241,MOT_mc_light_under_00,l1,,
9.899009999999999,1,hj2,,
9.899009999999999,2,hj2,,
9.899009999999999,3,hj2,,
9.899009999999999,4,hj2,,
9.899009999999999,5,hj2,,
10.56561,1,hj2,,
10.56561,2,hj2,,
10.56561,3,hj2,,
10.56561,4,hj2,,
10.56561,5,hj2,,
11.23221,1,hj2,,
11.23221,2,hj2,,
11.23221,3,hj2,,
11.23221,4,hj2,,
