0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.03333,4,w1,,
0.03333,5,w1,,
2.1664499999999998,2,1-2,,
2.1664499999999998,3,1-2,,
2.4997499999999997,MOT_speaker_00,temp4,,
2.63307,2,w2,,
2.63307,3,w2,,
2.93304,1,1-2,,
2.93304,4,1-2,,
2.93304,5,1-2,,
3.19968,2,2-3,,f1
3.19968,3,2-3,,f1
3.3329999999999997,MOT_mc_light_center_00,l4,,
3.3329999999999997,MOT_mc_stage_color_00,b-flash,,
3.3329999999999997,MOT_speaker_00,temp2,,
3.3329999999999997,MOT_mc_light_under_00,l3,,
3.36633,1,2-3,,
3.36633,4,2-3,,
3.36633,5,2-3,,
3.73296,1,j3-4,,
3.73296,2,j3-4,,
3.73296,3,j3-4,,
3.73296,4,j3-4,,
3.73296,5,j3-4,,
4.16625,1,w4,,
4.16625,2,w4,,
4.16625,3,w4,,
4.16625,4,w4,,
4.16625,5,w4,,
4.3328999999999995,2,,r1,
4.3328999999999995,3,,l1,
4.63287,4,,r1,
4.63287,5,,l1,
4.799519999999999,1,4-1,,
4.96617,2,4-1,,
4.96617,3,4-1,,
5.06616,4,4-1,,
5.06616,5,4-1,,
5.43279,1,1-2,,
5.53278,2,1-2,,
5.53278,3,1-2,,
5.63277,4,1-2,,
5.63277,5,1-2,,
6.23271,1,sj2,,
6.23271,2,sj2,,
6.23271,3,sj2,,
6.23271,4,sj2,,
6.23271,5,sj2,,
6.5660099999999995,1,w2,,
6.5660099999999995,2,w2,,
6.5660099999999995,3,w2,,
6.5660099999999995,4,w2,,
6.5660099999999995,5,w2,,
6.69933,4,2-2,r1,
6.932639999999999,5,2-2,l1,
7.19928,2,2-2,r1,
7.46592,3,2-2,l1,
7.69923,1,2-2,,
7.9992,1,2-3,,
7.9992,2,2-3,,
7.9992,3,2-3,,
7.9992,4,2-3,,
7.9992,5,2-3,,
8.3325,5,3-3,,
8.565809999999999,4,3-3,,
8.79912,3,3-3,,
9.03243,2,3-3,,
9.23241,1,3-3,,
9.56571,1,3-4,,
