0.03333,MOT_mc_bg_black_00,seat100-0,,
3.3329999999999997,1,1-2,,
3.3329999999999997,2,1-2,,
3.3329999999999997,3,1-2,,
3.3329999999999997,4,1-2,,
3.5663099999999996,MOT_mc_stage_color_00,y,,
3.5663099999999996,MOT_mc_speaker_00,temp4,,
3.5663099999999996,MOT_mc_light_under_00,l1,,
3.7662899999999997,1,lp2,,
3.7662899999999997,2,lp2,,
3.7662899999999997,3,lp2,,
3.7662899999999997,4,lp2,,
9.93234,1,2-3,,
9.93234,2,2-3,,
10.06566,3,2-3,,
10.06566,4,2-3,,
10.398959999999999,1,j3-4,,
10.398959999999999,2,j3-4,,
10.398959999999999,3,j3-4,,
10.398959999999999,4,j3-4,,
10.56561,MOT_mc_bg_black_00,b80-45,,
10.56561,MOT_mc_speaker_00,temp1,,
10.96557,1,sj4,,
10.96557,2,sj4,,
10.96557,3,sj4,,
10.96557,4,sj4,,
11.13222,MOT_mc_light_center_00,l1,,
11.13222,MOT_mc_stage_color_00,y-flash,,
11.3322,1,w4,,
11.3322,2,w4,,
11.3322,3,w4,,
11.3322,4,w4,,
11.86548,4,4-1,,
12.032129999999999,2,4-1,,
12.19878,1,4-1,,
12.36543,3,4-1,,
12.732059999999999,1,lp1,,
12.732059999999999,2,lp1,,
12.732059999999999,3,lp1,,
12.732059999999999,4,lp1,,
12.832049999999999,1,,l1,
12.832049999999999,2,,l1,
12.832049999999999,3,,l1,
12.832049999999999,4,,l1,
13.26534,1,,l2,
13.26534,2,,l2,
13.26534,3,,l2,
13.26534,4,,l2,
13.69863,1,,l3,
13.69863,2,,l3,
13.69863,3,,l3,
13.69863,4,,l3,
14.13192,1,,l4,
14.13192,2,,l4,
14.13192,3,,l4,
14.13192,4,,l4,
15.43179,2,1-3,,
15.43179,4,1-3,,
15.69843,1,1-3,,
15.69843,3,1-3,,
15.9984,1,lp3,lb3,
15.9984,2,lp3,lb3,
15.9984,3,lp3,lb3,
15.9984,4,lp3,lb3,
16.39836,1,,lb2,
16.39836,2,,lb2,
16.39836,3,,lb2,
16.39836,4,,lb2,
16.79832,1,,lb1,
16.79832,2,,lb1,
16.79832,3,,lb1,
16.79832,4,,lb1,
17.19828,1,,lb0,
17.19828,2,,lb0,
17.19828,3,,lb0,
17.19828,4,,lb0,
18.13152,4,3-2,,
18.3315,3,3-2,,
18.53148,1,3-2,,
18.73146,2,3-2,,
18.93144,1,2-4,,
19.13142,3,2-4,,
19.3314,4,2-4,,
19.53138,2,2-4,,
19.73136,1,2-4,,
19.93134,3,2-4,,
20.29797,1,4-1,,b-1
20.49795,2,4-1,,b-1
20.69793,3,4-1,,b-1
20.89791,4,4-1,,
21.23121,1,sj1,,
21.23121,2,sj1,,
21.23121,3,sj1,,
21.23121,4,sj1,,
21.597839999999998,4,1-2,,
21.597839999999998,1,w1,,
21.597839999999998,2,w1,,
21.597839999999998,3,w1,,
21.797819999999998,MOT_mc_light_up_00,l1,,
21.93114,4,lp2,,
22.631069999999998,4,,l1,
23.79762,4,,lb0,
24.29757,4,2-3,,
24.630869999999998,4,lp3,,
25.39746,4,,r1,
26.53068,4,,rb0,
27.43059,4,3-4,,
27.863879999999998,4,lp4,,
29.36373,4,,r1,
30.26364,4,,r2,
31.130219999999998,4,,r3,
32.09679,4,,rb2,
32.9967,4,,rb1,
33.863279999999996,4,,rb0,
34.59654,4,4-1,,
35.096489999999996,4,,,b-1
35.62977,2,1-4,,f0
35.62977,1,w1,,
35.62977,3,w1,,
35.62977,4,w1,,
36.09639,2,lp4,l1,
36.92964,2,,l2,
37.82955,2,,l3,
38.729459999999996,2,,lb2,
39.62937,2,,lb1,
40.52928,2,,lb0,
41.72916,2,4-2,,
42.16245,2,lp2,,
43.29567,2,2-3,,
44.028929999999995,2,sp3-4,,
44.9955,2,sj4,,
45.42879,2,lp4,,
46.26204,2,,l1,
