0.03333,1,lp1,,
0.03333,2,lp1,,
0.03333,3,lp1,,
0.03333,4,lp1,,
0.03333,5,lp1,,
4.96617,1,1-2,,
4.96617,2,1-2,,
4.96617,3,1-2,,
4.96617,4,1-2,,
4.96617,5,1-2,,
5.4994499999999995,1,lp2,,
5.4994499999999995,2,lp2,,
5.4994499999999995,3,lp2,,
5.4994499999999995,4,lp2,,
5.4994499999999995,5,lp2,,
9.799019999999999,1,,l1,
9.799019999999999,2,,l1,
9.799019999999999,3,,l1,
9.799019999999999,4,,l1,
9.799019999999999,5,,l1,
12.26544,1,,lb0,
12.26544,2,,lb0,
12.26544,3,,lb0,
12.26544,4,,lb0,
12.26544,5,,lb0,
12.9987,1,2-1,,
12.9987,2,2-1,,
12.9987,3,2-1,,
12.9987,4,2-1,,
12.9987,5,2-1,,
13.431989999999999,1,lp1,,
13.431989999999999,2,lp1,,
13.431989999999999,3,lp1,,
13.431989999999999,4,lp1,,
13.431989999999999,5,lp1,,
16.09839,1,,r1,
16.09839,2,,r1,
16.09839,3,,r1,
16.09839,4,,r1,
16.09839,5,,r1,
16.731659999999998,1,,r2,
16.731659999999998,2,,r2,
16.731659999999998,3,,r2,
16.731659999999998,4,,r2,
16.731659999999998,5,,r2,
19.43139,1,1-4,,
19.43139,2,1-4,,
19.43139,3,1-4,,
19.43139,4,1-4,,
19.43139,5,1-4,,
19.93134,1,lp4,,
19.93134,2,lp4,,
19.93134,3,lp4,,
19.93134,4,lp4,,
19.93134,5,lp4,,
22.29777,1,,rb1,
22.29777,2,,rb1,
22.29777,3,,rb1,
22.29777,4,,rb1,
22.29777,5,,rb1,
22.89771,1,,rb0,
22.89771,2,,rb0,
22.89771,3,,rb0,
22.89771,4,,rb0,
22.89771,5,,rb0,
23.46432,1,sj4,,
23.46432,2,sj4,,
23.46432,3,sj4,,
23.46432,4,sj4,,
23.46432,5,sj4,,
23.93094,1,lp4,,
23.93094,2,lp4,,
23.93094,3,lp4,,
23.93094,4,lp4,,
23.93094,5,lp4,,
25.064159999999998,4,4-2,,
25.49745,4,lp2,,
26.297369999999997,5,4-2,,
26.73066,5,lp2,,
27.663899999999998,2,4-2,,
28.097189999999998,2,lp2,,
29.16375,3,4-2,,
29.59704,3,lp2,,
31.09689,1,4-2,,
31.530179999999998,1,2-3,,
31.530179999999998,2,2-3,,
31.530179999999998,3,2-3,,
31.530179999999998,4,2-3,,
31.530179999999998,5,2-3,,
32.03013,1,lp3,,
32.03013,2,lp3,,
32.03013,3,lp3,,
32.03013,4,lp3,,
32.03013,5,lp3,,
32.83005,4,3-4,,
32.83005,5,3-4,,
33.26334,4,lp4,,
33.26334,5,lp4,,
34.46322,2,3-4,,
34.46322,3,3-4,,
34.92984,2,lp4,,
34.92984,3,lp4,,
35.96307,1,3-4,,
36.39636,1,4-2,,
36.39636,2,4-2,,
36.39636,3,4-2,,
36.39636,4,4-2,,
36.39636,5,4-2,,
36.89631,1,lp2,,
36.89631,2,lp2,,
36.89631,3,lp2,,
36.89631,4,lp2,,
36.89631,5,lp2,,
37.46292,4,2-3,,
37.46292,5,2-3,,
37.76289,2,2-3,,
37.76289,3,2-3,,
38.02953,1,2-3,,
38.396159999999995,1,lp3,,
38.396159999999995,2,lp3,,
38.396159999999995,3,lp3,,
38.396159999999995,4,lp3,,
38.396159999999995,5,lp3,,
38.42949,4,sj3,,
38.82945,5,sj3,,
38.96277,4,w3,,
39.196079999999995,5,w3,,
40.22931,2,sj3,,
40.62927,3,sj3,,
40.69593,2,w3,,
41.09589,3,w3,,
42.06246,1,sj3,,
42.395759999999996,1,w3,,
43.29567,1,3-1,,
43.29567,2,3-1,,
