0.03333,MOT_mc_bg_black_00,seat100-0,,
3.06636,1,j1-4,,f1
3.36633,1,lp4,,
3.36633,2,lp1,,
3.36633,3,lp1,,
3.36633,4,lp1,,
3.36633,5,lp1,,
3.36633,MOT_mc_speaker_00,temp4,,
3.36633,MOT_mc_stage_color_00,y,,
3.36633,MOT_mc_bg_black_00,b80-65,,
4.26624,1,4-2,,
4.69953,1,w2,,
5.3328,1,sp2-3,,
6.69933,1,j3-1,,
7.06596,1,lp1,,
8.13252,1,1-4,l1,
8.39916,1,4-3,l2,
8.89911,1,w3,,
9.09909,1,w3,lb1,
9.39906,1,w3,lb0,
9.699029999999999,1,w3,r1,
9.998999999999999,1,w3,r2,
10.298969999999999,1,sp3-4,,
10.83225,1,j4-1,rwb0,
11.23221,1,lp1,1,
13.132019999999999,1,j1-2,,
13.232009999999999,4,sj1,,
13.59864,1,j2-3,,
13.69863,2,sj1,,
14.065259999999999,1,j3-4,,
14.165249999999999,3,sj1,,
14.53188,1,j4-1,,
14.63187,5,sj1,,
14.9985,1,1-2,,
14.9985,2,1-2,,
14.9985,3,1-2,,
14.9985,4,1-2,,
14.9985,5,1-2,,
15.69843,1,w2,r1,
15.69843,2,w2,r1,
15.69843,3,w2,r1,
15.69843,4,w2,r1,
15.69843,5,w2,r1,
16.09839,1,2-3,r2,
16.09839,2,2-3,r2,
16.09839,3,2-3,r2,
16.09839,4,2-3,r2,
16.09839,5,2-3,r2,
16.63167,MOT_mc_speaker_00,temp1,,
16.63167,MOT_mc_bg_black_00,b65-45,,
16.63167,MOT_mc_light_up_00,l1,,
16.63167,MOT_mc_light_under_00,l1,,
16.731659999999998,1,lp3,,
16.731659999999998,2,lp3,,
16.731659999999998,3,lp3,,
16.731659999999998,4,lp3,,
16.731659999999998,5,lp3,,
18.39816,1,3-4,rwb0,
18.39816,2,3-4,rwb0,
18.39816,3,3-4,rwb0,
18.39816,4,3-4,rwb0,
18.39816,5,3-4,rwb0,
19.09809,1,w4,l1,
19.09809,2,w4,l1,
19.09809,3,w4,l1,
19.09809,4,w4,l1,
19.09809,5,w4,l1,
19.49805,1,4-1,l2,
19.49805,2,4-1,l2,
19.49805,3,4-1,l2,
19.49805,4,4-1,l2,
19.49805,5,4-1,l2,
20.03133,1,lp1,,
20.03133,2,lp1,,
20.03133,3,lp1,,
20.03133,4,lp1,,
20.03133,5,lp1,,
21.797819999999998,1,1-3,lwb0,
21.797819999999998,2,1-3,lwb0,
21.797819999999998,3,1-3,lwb0,
21.797819999999998,4,1-3,lwb0,
21.797819999999998,5,1-3,lwb0,
22.431089999999998,1,sj3,,
22.431089999999998,2,sj3,,
22.431089999999998,3,sj3,,
22.431089999999998,4,sj3,,
22.431089999999998,5,sj3,,
22.831049999999998,1,j3-2,,
22.831049999999998,2,j3-2,,
22.831049999999998,3,j3-2,,
22.831049999999998,4,j3-2,,
22.831049999999998,5,j3-2,,
23.430989999999998,1,lp2,,
23.430989999999998,2,lp2,,
23.430989999999998,3,lp2,,
23.430989999999998,4,lp2,,
23.430989999999998,5,lp2,,
25.16415,1,sp2-3,,
25.16415,2,sp2-3,,
25.16415,3,sp2-3,,
25.16415,4,sp2-3,,
25.16415,5,sp2-3,,
26.63067,1,3-2,r1,
26.63067,2,w3,l1,
26.63067,3,w3,l1,
26.63067,4,w3,l1,
26.63067,5,w3,l1,
