time,lyrics,size
0,,
15.083,みぎてで わんちゃん （ワンワンワワン ! ）,
18.517,ひだりてで ぞうさん （パオーパオーパパオー ! ）,
21.883,りょうてで うさぴょん （ピョンピョンピョピョン ! ）,
25.183,めがね のぞいて ウッキッキのキ ! ,
29.283,,
30.083,わん つー さん し てびょうし,
33.383,わん つー さん し みんなで,
36.433,わん つー さん し もひとつ,
40.1,わん つー さん し おまけに,
43.717,,
46.8,おしり ふりふり ピヨッピヨッピヨッ !,
50.117,かみを なびかせ ヒヒヒーン !,
53.467,むねを たたいて ウッホッホ !,
56.917,みんなあわせて ピヨッヒッホー !,
60.183,おしり つるつる ブゥブゥブゥ !,
63.517,みみを すませば チンチロリン !,
67.1,おっぱい ゆらゆら モォモォモォ !,
70.267,みんなあわせて ブゥチンモォ !,
73.867,はしれ はしれ はしれ はしれ !,
77.233,,
78.517,（YEAH ! ）,
80.567,みぎてで わんちゃん （ワンワンワワン ! ）,
83.983,ひだりてで ぞうさん （パオーパオーパパオー ! ）,
87.333,りょうてで うさぴょん （ピョンピョンピョピョン ! ）,
90.683,おてて たたいて ウッキッキのキ !,
94.683,おかわりわん （ワンワンワワン ! ）,
97.4,じょろじょろ シャワー （パオーパオーパパオー ! ）,
100.65,ひくひく おはな （ピョンピョンピョピョン ! ）,
104.067,めがね のぞいて ウッキッキのキ !,
107.85,,
108.683,わん つー さん し みんなで,
112.15,わん つー さん し ゆめを,
115.483,わん つー さん し かなえよう,
118.783,ぎゅっぎゅっぎゅーのぎゅっ !,
122.168,,
