0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.03333,4,w1,,
0.03333,5,w1,,
0.03333,3,,,b-1
0.03333,4,,,b-1
0.03333,5,,,b-1
2.56641,2,1-3,,f1
2.86638,MOT_mc_light_center_00,l5,,
2.86638,MOT_mc_stage_color_00,b-flash,,
2.86638,MOT_mc_bg_black_00,b80-65,,
2.86638,MOT_speaker_00,temp4,,
2.86638,MOT_mc_light_under_00,l1,,
2.86638,MOT_mc_light_up_00,l3,,
3.26634,MOT_mc_light_up_00,l3_lp,,
3.3329999999999997,2,lp3,,
3.49965,3,1-3,,
3.49965,4,1-4,,
3.49965,5,1-4,,
3.93294,3,w3,,
3.93294,4,w4,,
3.93294,5,w4,,
4.49955,2,3-4,,
4.83285,2,lp4,,
5.6994299999999996,2,,l1,
7.16595,2,4-3,lb0,
7.59924,2,lp3,,
9.599039999999999,3,3-4,,
9.599039999999999,4,4-3,,
9.599039999999999,5,4-3,,
9.83235,2,3-1,r1,
10.198979999999999,3,w4,,
10.198979999999999,4,w3,,
10.198979999999999,5,w3,,
10.63227,2,lp1,,
13.931939999999999,2,1-3,rb0,
14.29857,2,,l1,
14.89851,2,3-2,,
15.73176,2,2-4,,b0
16.23171,1,1-3,,f1
16.23171,2,w4,,
16.76499,2,w4,,
17.03163,1,lp3,,
17.09829,3,4-1,,
17.09829,4,3-1,,
17.09829,5,3-1,,
17.43159,3,w1,,
17.43159,4,w1,,
17.43159,5,w1,,
18.19818,1,3-4,,
18.53148,1,lp4,,
19.69803,1,,r1,
21.03123,1,4-2,rb0,
21.46452,1,lp2,,
23.53098,1,2-4,l1,
23.664299999999997,3,1-3,,
23.664299999999997,4,1-3,,
23.664299999999997,5,1-3,,
23.89761,1,lp4,,
24.064259999999997,3,w3,,
24.064259999999997,4,w3,,
24.064259999999997,5,w3,,
26.43069,1,4-1,lb0,
26.76399,1,lp1,,
29.26374,1,1-2,,b0
30.26364,1,w2,,
30.530279999999998,2,4-3,,f1
30.86358,3,3-1,,
30.86358,4,3-1,,
30.86358,5,3-1,,
31.363529999999997,2,lp3,,
31.43019,3,w1,,
31.43019,4,w1,,
31.43019,5,w1,,
32.19678,2,3-1,l1,
32.59674,2,lp1,,
33.9966,2,1-3,lb0,
34.49655,2,lp3,,
35.929739999999995,2,3-4,,
36.762989999999995,2,w4,,b0
37.162949999999995,1,2-3,,f1
37.496249999999996,3,1-3,,
37.496249999999996,4,1-3,,
37.496249999999996,5,1-3,,
37.896209999999996,3,w3,,
37.896209999999996,4,w3,,
37.896209999999996,5,w3,,
38.06286,1,lp3,,
38.762789999999995,1,3-4,l1,
39.3294,1,lp4,,
43.162349999999996,1,w2,,b0
43.162349999999996,2,4-3,,f1
43.595639999999996,MOT_mc_light_up_00,l2_lp,,
43.595639999999996,MOT_mc_bg_black_00,b65-20,,
43.595639999999996,MOT_mc_stage_color_00,b-flash,,
43.595639999999996,MOT_speaker_00,temp1,,
43.595639999999996,MOT_mc_light_under_00,l1,,
43.595639999999996,3,j3-1,,
43.595639999999996,4,j3-1,,
43.595639999999996,5,j3-1,,
43.72896,2,lp3,r1,
44.062259999999995,2,,rb0,
44.062259999999995,3,w1,,
44.062259999999995,4,w1,,
44.062259999999995,5,w1,,
44.69553,2,3-4,r1,
45.195479999999996,2,lp4,r2,
45.662099999999995,2,,r3,
46.3287,2,,r4,
46.3287,3,1-4,,f0
46.3287,4,1-4,,f0
46.3287,5,1-4,,f0
47.06196,2,4-1,rb3,
47.16195,3,w4,,
47.16195,4,w4,,
47.16195,5,w4,,
47.46192,2,lp1,,
47.86188,2,,rb2,
48.19518,2,1-3,rb1,
48.59514,2,lp3,rb0,
48.82845,3,4-2,,b-1
48.82845,4,4-2,,b-1
48.82845,5,4-2,,b-1
49.16175,2,3-1,,b0
49.39506,1,2-4,,f1
49.59504,3,w2,,
49.59504,4,w2,,
49.59504,5,w2,,
50.26164,2,w1,,
50.29497,3,4-1,,
50.29497,4,2-1,r1,
50.29497,5,2-3,l1,
50.39496,1,lp4,l1,
50.76159,3,sj1,,
50.76159,4,w1,r2,
50.76159,5,w3,l2,
50.86158,1,,lb0,
51.26154,3,sj1,,
51.26154,4,,r3,
51.26154,5,,l3,
51.361529999999995,1,4-1,l1,
51.761489999999995,3,1-4,,
51.761489999999995,4,1-4,r4,
51.761489999999995,5,3-2,l4,
51.86148,1,lp1,l2,
52.26144,3,w4,,
52.26144,4,w4,,
52.26144,5,w2,,
52.3281,1,,l3,
52.994699999999995,1,,l4,
53.727959999999996,1,1-3,lb3,
54.127919999999996,1,lp3,,
54.527879999999996,1,,lb2,
54.86118,1,3-2,lb1,
54.961169999999996,3,4-1,,
54.961169999999996,4,4-3,rb3,
54.961169999999996,5,2-3,lb3,
55.26114,1,lp2,lb0,
55.361129999999996,3,1-2,,
55.361129999999996,4,3-1,rb2,
55.361129999999996,5,3-1,lb2,
55.827749999999995,1,2-4,,b0
55.92774,3,2-3,,
55.92774,4,1-4,rb1,
55.92774,5,1-4,lb1,
56.42769,3,w3,,
56.42769,4,w4,,
56.42769,5,w4,,
56.92764,1,w4,,
57.394259999999996,2,1-3,,f1
58.227509999999995,2,lp3,r1,
58.3275,3,3-1,,
58.3275,4,4-2,rb0,
58.3275,5,4-3,lb0,
58.72746,2,,rb0,
58.86078,3,sj1,,
58.86078,4,w2,r1,
58.86078,5,w3,l1,
59.12742,2,,r1,
59.494049999999994,2,,r2,
59.6607,3,sj1,,
59.6607,4,,r2,
59.6607,5,,l2,
59.860679999999995,2,3-4,r3,
60.227309999999996,2,lp4,r4,
60.227309999999996,3,w1,,
60.593939999999996,2,,r5,
60.9939,2,j4-2,,
61.527179999999994,2,lp2,rb4,
61.59384,3,1-3,,
61.59384,4,2-3,r3,
61.59384,5,3-1,l3,
61.827149999999996,2,2-1,rb3,
62.12712,2,,rb2,
62.16045,3,sj3,,
62.16045,4,,rb2,
62.16045,5,,lb2,
62.46042,2,,rb1,
62.693729999999995,3,sj3,,
62.693729999999995,4,,rb1,
62.693729999999995,5,,lb1,
62.79372,2,,rb0,
63.29367,2,j1-3,,
63.39366,3,3-2,,
63.39366,4,3-2,rb0,
63.39366,5,1-3,lb0,
63.926939999999995,2,w3,,
64.06026,3,w2,,
64.06026,4,w2,,
64.06026,5,w3,,
64.26024,1,4-2,,f1
65.09349,MOT_mc_bg_black_00,b20-65,,
65.09349,1,,l1,
65.09349,2,,r1,
65.19348,3,2-4,,
65.19348,4,2-3,r1,
65.19348,5,3-1,l1,
65.59344,1,2-4,l2,
65.59344,2,3-1,r2,
65.69342999999999,3,sj4,,
65.69342999999999,4,3-2,r2,
65.69342999999999,5,1-3,l2,
66.09339,1,4-2,l3,
66.09339,2,1-3,r3,
66.19337999999999,3,sj4,,
66.19337999999999,4,2-3,r3,
66.19337999999999,5,3-1,l3,
