0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.03333,4,w1,,
0.03333,5,w1,,
2.4997499999999997,1,1-2,,
2.4997499999999997,2,1-2,,
2.4997499999999997,3,1-2,,
2.4997499999999997,4,1-2,,
2.4997499999999997,5,1-2,,
2.53308,MOT_mc_speaker_00,temp1,,
2.76639,MOT_mc_light_up_00,l1,,
2.76639,MOT_mc_stage_color_00,r,,
2.76639,MOT_mc_light_under_00,l2,,
2.76639,MOT_mc_light_center_00,l1,,
2.86638,1,w2,,
2.86638,2,w2,,
2.86638,3,w2,,
2.86638,4,w2,,
2.86638,5,w2,,
7.96587,1,1-4,,b-1
7.96587,4,1-4,,b-1
7.96587,5,1-4,,b-1
7.96587,2,j1-4,,
7.96587,3,j1-4,,
8.065859999999999,MOT_mc_stage_color_00,r-flash,,
8.565809999999999,1,lp4,,
8.565809999999999,2,lp4,,
8.565809999999999,3,lp4,,
8.565809999999999,4,lp4,,
8.565809999999999,5,lp4,,
9.26574,1,,l1,
9.26574,2,,l1,
9.26574,3,,l1,
9.26574,4,,l1,
9.26574,5,,l1,
10.698929999999999,1,4-1,,
10.698929999999999,2,4-1,,
10.698929999999999,3,4-1,,
10.698929999999999,4,4-1,,
10.698929999999999,5,4-1,,
11.06556,1,lp1,,
11.06556,2,lp1,,
11.06556,3,lp1,,
11.06556,4,lp1,,
11.06556,5,lp1,,
12.09879,1,1-3,lb0,
12.09879,2,1-3,lb0,
12.09879,3,1-3,lb0,
12.09879,4,1-3,lb0,
12.09879,5,1-3,lb0,
12.732059999999999,1,lp3,,
12.732059999999999,2,lp3,,
12.732059999999999,3,lp3,,
12.732059999999999,4,lp3,,
12.732059999999999,5,lp3,,
13.19868,1,3-2,,f0
13.19868,4,3-2,,f0
13.19868,5,3-2,,f0
13.19868,2,3-2,,b-1
13.19868,3,3-2,,b-1
13.631969999999999,1,lp2,,
13.631969999999999,2,lp2,,
13.631969999999999,3,lp2,,
13.631969999999999,4,lp2,,
13.631969999999999,5,lp2,,
14.43189,1,lp2,r1,
