0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.03333,4,w1,,
0.03333,5,w1,,
2.53308,MOT_mc_stage_color_00,r,,
2.53308,MOT_mc_light_under_00,l3,,
2.53308,MOT_mc_speaker_00,temp1,,
2.53308,MOT_mc_bg_black_00,b80-65,,
2.83305,MOT_all,cut1,,
2.86638,MOT_mc_light_center_00,l1,,
3.09969,5,j1-2,,
3.09969,4,j1-2,,
3.6662999999999997,4,2-3,,
3.6662999999999997,5,2-3,,
3.83295,2,j1-2,,
3.83295,3,j1-2,,
4.1329199999999995,4,w3,,
4.1329199999999995,5,w3,,
4.36623,3,2-3,,
4.36623,2,2-3,,
4.53288,1,1-2,,
4.799519999999999,3,w3,,
4.799519999999999,2,w3,,
4.86618,1,2-3,,
4.899509999999999,MOT_mc_bg_black_00,b65-45,,
5.099489999999999,MOT_mc_light_under_00,l1,,
5.23281,1,hj3,,
5.23281,2,hj3,,
5.23281,3,hj3,,
5.23281,4,hj3,,
5.23281,5,hj3,,
5.93274,1,sp2-3,,
5.93274,2,sp2-3,,
5.93274,3,sp2-3,,
5.93274,4,sp2-3,,
5.93274,5,sp2-3,,
6.9659699999999996,1,j3-1,,
6.9659699999999996,2,j3-1,,
6.9659699999999996,3,j3-1,,
6.9659699999999996,4,j3-1,,
6.9659699999999996,5,j3-1,,
7.532579999999999,1,1-2,,
7.532579999999999,2,1-2,,
7.532579999999999,3,1-2,,
7.532579999999999,4,1-2,,
7.532579999999999,5,1-2,,
8.03253,2,,r1,
8.03253,4,,r1,
8.03253,3,,l1,
8.03253,5,,l1,
8.03253,1,lp2,,
8.03253,2,lp2,,
8.03253,3,lp2,,
8.03253,4,lp2,,
8.03253,5,lp2,,
8.365829999999999,4,,r2,
8.365829999999999,5,,l2,
9.16575,1,2-1,,
9.16575,2,2-1,,
9.16575,3,2-1,,
9.16575,4,2-1,,
9.16575,5,2-1,,
9.49905,1,lp1,,
9.49905,2,lp1,,
9.49905,3,lp1,,
9.49905,4,lp1,,
9.49905,5,lp1,,
9.76569,4,,rb1,
