time,lyrics,size
0,,
25.27 ,Over heat？ Oh デッドライン,
27.94 ,気にしてたら つまらないぜ,
30.62 ,このハート熱いけど COOL に燃える,
35.94 ,疑うより信じたいの,
38.59 ,わたしたちのポテンシャルを,
41.26 ,舐めちゃNo! No! 可愛さだって負けない,
46.32 ,きゅっと♥リボン結んで,
50.95 ,くるりしっぽ 甘えちゃう ときめくでしょ？,
56.44 ,今 走り出す夢とキセキが 光って,
61.96 ,ほとばしるbeat 抱きしめてYeah! 歌うから,
67.01 ,もう止まらない 熱くきらめく想い,
72.61 ,手を伸ばせ もっと高く,
75.293,君と 君と 君と さあ進もう,
79.826,聴こえるでしょ？わたしたちのMusic,
84.804,遥かあなたにもっと届けたいから,
89.69,今 走り出す夢とキセキが 光って,
95.274,ほとばしるbeat 抱きしめてYeah! 歌うから,
100.331,もう止まらない 熱くきらめく想い,
105.954,手を伸ばせ もっと高く,
108.722,君と 君と 君と さあ進もう,
113.943,,
