0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_back_00,stay,,
0.03333,1,w1,,
0.03333,2,w1,,
0.06666,MOT_all,cut1,,
2.63307,1,1-2,l1,
2.89971,2,1-2,r1,
3.0330299999999997,MOT_mc_bg_black_00,b80-65,,
3.29967,1,2-3,l2,
3.5663099999999996,2,2-3,r2,
3.73296,1,w3,,
3.93294,2,w3,,
4.2329099999999995,1,,lb1,
4.2329099999999995,2,,rb1,
4.46622,1,,lb0,
4.46622,2,,rb0,
4.63287,1,3-4,,
4.63287,2,3-4,,
4.93284,1,hj4,,
4.93284,2,hj4,,
5.5994399999999995,1,lp4,,
5.5994399999999995,2,lp4,,
5.93274,2,,l1,
6.066059999999999,1,,r1,
6.466019999999999,2,,l2,
6.59934,1,,r2,
6.89931,1,4-3,,
6.89931,2,4-3,,
7.19928,1,3-1,,
7.19928,2,3-1,,
7.49925,1,lp1,,
7.49925,2,lp1,,
8.165849999999999,2,w1,l3,
8.365829999999999,1,lp1,r3,
8.365829999999999,2,lp1,,
8.69913,2,,l4,
8.865779999999999,1,,r4,
9.09909,MOT_mc_bg_black_00,b65-45,,
9.09909,MOT_mc_light_up_00,l1,,
9.09909,1,1-2,,
9.09909,2,1-2,,
9.43239,1,w2,,
9.43239,2,w2,,
10.298969999999999,1,hj2,,
10.298969999999999,2,hj2,,
11.03223,1,2-3,rb3,
11.23221,2,2-3,lb3,
11.43219,1,,rb2,
11.59884,2,,lb2,
11.59884,1,lp3,,
11.59884,2,lp3,,
12.232109999999999,1,3-4,,
12.332099999999999,2,3-4,,
12.59874,1,lp4,,
12.76539,2,lp4,,
12.9987,1,,rb1,
13.16535,2,,lb1,
13.46532,1,,rb0,
13.631969999999999,2,,lb0,
14.3319,1,4-1,,
14.3319,2,4-1,,
14.63187,1,lp1,,
14.63187,2,lp1,,
15.49845,1,,r1,
15.63177,2,,r1,
15.865079999999999,1,,r2,
15.93174,2,,r2,
16.23171,1,,r3,
16.26504,2,,r3,
16.665,2,1-2,,
16.96497,2,w2,rb2,
16.96497,1,1-2,rb2,
17.331599999999998,2,,rb1,
17.331599999999998,1,w2,rb1,
17.6649,1,2-4,rb0,
17.731559999999998,2,2-4,rb0,
18.03153,1,lp4,,
18.53148,1,4-1,l1,
18.63147,2,4-1,l1,
18.93144,1,lp1,,
18.93144,2,lp1,,
19.03143,1,1-3,l2,
19.164749999999998,2,1-3,l2,
19.46472,1,lp3,,
19.46472,2,lp3,,
19.564709999999998,1,,l3,
19.69803,2,,l3,
19.997999999999998,1,3-4,l4,
20.06466,2,3-4,l4,
20.3313,1,lp4,,
20.3313,2,lp4,,
20.46462,1,4-1,,
20.69793,2,4-1,,
20.76459,1,w1,,
21.03123,2,w1,,
21.73116,1,j1-2,,
21.73116,2,j1-2,,
22.13112,1,lp2,,
22.13112,2,lp2,,
22.6644,1,2-4,lb3,
22.73106,2,2-4,lb3,
22.9977,1,lp4,,
22.9977,2,lp4,,
23.09769,1,,lb2,
23.16435,2,,lb2,
23.331,MOT_mc_back_00,blue,,
23.430989999999998,1,,lb1,
23.49765,2,,lb1,
23.73096,1,,lb0,
23.79762,2,,lb0,
24.09759,1,4-1,,b-1
24.09759,2,4-1,,b-1
24.49755,1,w1,,
24.49755,2,w1,,
25.56411,1,1-2,r1,
25.56411,2,1-2,l1,
25.864079999999998,1,w2,,
25.864079999999998,2,w2,,
26.63067,MOT_mc_back_00,blue_end,,
26.63067,MOT_mc_light_center_00,l1,,
26.96397,1,2-3,r2,
26.96397,2,2-3,l2,
27.263939999999998,1,w3,,
27.263939999999998,2,w3,,
29.06376,1,3-4,,
29.06376,2,3-4,,
29.36373,1,w4,,
29.36373,2,w4,,
29.963669999999997,MOT_control_all,cut1A_1,,
30.23031,1,4-2,,f0
