time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
3.707866,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,89,0
7.752809,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,89,0
22,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,40,0
23.7,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
35.09831,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
79.7,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,60,0
82.96348,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
113,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,120,0
113.469,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,44,0
118.8,Oioi,178,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,24,0
