time,lyrics,size
0,,
7.727,GOIN' GOIN' 止まらない,
10.411,GOIN' GOIN' 止まれないから,
14.099,さあ 同じ夢 奏でよう,
19.775,Don't stop music!,
23.935,,
34.64,重なるフレーズは愛コトバ (愛コトバ),
40.215,光る幕が開くから,
45.6,みんな集合のこの場所 (この場所),
51.599,シアワセまで集まる,
56.338,Yes! 急上昇↑↑,
60.392,テンションもエモーションもHey Hey,
67.137,一体感 (一体感) 流れる奇跡 (この奇跡),
72.539,歌を 歌を 歌を 歌おう,
76.608,一緒に,
79.247,"(Yeah! 1,2,3,4)",
83.311,GOIN' GOIN' このステージ,
85.975,GOIN' GOIN' この世界に,
89.712,いま届けたいメロディ,
94.111,GOIN' GOIN' 仲間たち,
96.775,GOIN' GOIN' キミもキミも,
100.463,Don't stop 悩みは溶けてゆく,
104.831,さあ 同じ風にノッて行こう,
110.279,Hop Step Jump,
114.415,Don't stop dreamin'!,
119.248,,
