time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,All1,Pink01,,,,,,,,,,Uhoi,1,0
2.696629,Bye,10,All1,Pink01,,,,,,,,,,Bye,356,0
28.314607,Bye,10,All1,Pink01,,,,,,,,,,Oioi,178,0
35.05618,Bye,10,All1,Pink01,,,,,,,,,,Uhoi,89,0
40.449438,Bye,10,All1,Pink01,,,,,,,,,,Oioi,178,0
42.134831,Bye,10,All1,Pink01,,,,,,,,,,Pause,1,0
44.494382,Bye,10,All1,Pink01,,,,,,,,,,Oioi,178,0
67.078652,Bye,10,All1,Pink01,,,,,,,,,,Uhoi,59,0
75.505618,Bye,10,All1,Pink01,,,,,,,,,,Uhoi,44,0
78.202247,Bye,10,All1,Pink01,,,,,,,,,,Oioi,178,0
