0.03333,MOT_mc_bg_black_00,seat100-0,,
2.5997399999999997,4,1-2,,
2.83305,2,1-2,,
2.93304,MOT_mc_speaker_00,temp4,,
3.06636,1,1-2,,
3.29967,3,1-2,,
3.53298,5,1-2,,
4.0329299999999995,1,2-3,,
4.0329299999999995,2,2-3,,
4.0329299999999995,3,2-3,,
4.0329299999999995,4,2-3,,
4.0329299999999995,5,2-3,,
4.4328899999999996,MOT_mc_stage_color_00,b,,
4.49955,1,w3,,
4.49955,2,w3,,
4.49955,3,w3,,
4.49955,4,w3,,
4.49955,5,w3,,
5.63277,2,,l1,
5.63277,3,,r1,
5.63277,4,,l1,
5.63277,5,,r1,
7.19928,2,,l2,
7.19928,3,,r2,
7.19928,4,,l2,
7.19928,5,,r2,
8.665799999999999,2,,l3,
8.665799999999999,3,,r3,
8.665799999999999,4,,l3,
8.665799999999999,5,,r3,
9.26574,1,3-4,,
9.39906,2,3-4,,
9.39906,3,3-4,,
9.53238,4,3-4,,
9.53238,5,3-4,,
10.06566,2,,lb2,
10.06566,3,,rb2,
10.06566,4,,lb2,
10.06566,5,,rb2,
10.398959999999999,4,4-1,,
10.398959999999999,5,4-1,,
10.6656,2,4-1,,
10.6656,3,4-1,,
10.93224,1,4-1,,
11.398859999999999,1,1-2,,
11.398859999999999,2,1-2,,
11.398859999999999,3,1-2,,
11.398859999999999,4,1-2,,
11.398859999999999,5,1-2,,
11.86548,1,2-3,,
12.19878,2,2-3,,
12.19878,3,2-3,,
12.49875,4,2-3,,
12.49875,5,2-3,,
12.9987,1,3-4,,
12.9987,2,3-4,,
12.9987,3,3-4,,
12.9987,4,3-4,,
12.9987,5,3-4,,
13.431989999999999,1,w4,,
13.431989999999999,2,w4,,
13.431989999999999,3,w4,,
13.431989999999999,4,w4,,
13.431989999999999,5,w4,,
13.69863,4,4-2,lb1,
13.69863,5,4-2,rb1,
14.365229999999999,2,4-2,lb1,
14.365229999999999,3,4-2,rb1,
15.09849,1,4-2,,
15.665099999999999,1,2-3,,
15.665099999999999,2,2-3,,
15.665099999999999,3,2-3,,
15.665099999999999,4,2-3,,
15.665099999999999,5,2-3,,
16.09839,1,w3,,
16.09839,2,w3,,
16.09839,3,w3,,
16.09839,4,w3,,
16.09839,5,w3,,
16.69833,2,,lb0,
16.69833,3,,rb0,
16.69833,4,,lb0,
16.69833,5,,rb0,
17.63157,5,3-1,,
17.79822,3,3-1,,
17.93154,MOT_mc_bg_black_00,b80-45,,
17.964869999999998,1,3-1,,
18.13152,2,3-1,,
18.29817,4,3-1,,
18.63147,1,1-2,,
18.63147,2,1-2,,b-1
18.63147,3,1-2,,b-1
18.63147,4,1-2,,b-1
18.63147,5,1-2,,b-1
18.89811,MOT_mc_light_center_00,l1,,
18.89811,MOT_mc_light_under_00,l3,,
19.06476,1,w2,,
19.06476,2,w2,,
19.06476,3,w2,,
19.06476,4,w2,,
19.06476,5,w2,,
19.53138,2,,l1,
19.53138,3,,l1,
19.53138,4,,l1,
19.53138,5,,l1,
20.93124,2,,lb0,
20.93124,3,,lb0,
20.93124,4,,lb0,
20.93124,5,,lb0,
21.16455,4,2-3,,
21.23121,2,2-3,,
21.29787,1,2-3,,
21.36453,3,2-3,,
21.431189999999997,5,2-3,,
21.76449,1,w3,,
21.76449,2,w3,,
21.76449,3,w3,,
21.76449,4,w3,,
21.76449,5,w3,,
22.49775,2,,r1,
22.49775,3,,r1,
22.49775,4,,r1,
22.49775,5,,r1,
23.830949999999998,2,,rb0,
23.830949999999998,3,,rb0,
23.830949999999998,4,,rb0,
23.830949999999998,5,,rb0,
24.064259999999997,5,3-4,,
24.16425,3,3-4,,
24.264239999999997,1,3-4,,
24.36423,2,3-4,,
24.430889999999998,4,3-4,,
24.79752,1,w4,,
24.79752,2,w4,,
24.79752,3,w4,,
24.79752,4,w4,,
24.79752,5,w4,,
25.43079,2,,l1,
25.43079,3,,l1,
