id,sec,type,startPos,finishPos,status,sync,groupId
1,,100,,,347,0,0
2,0,91,,,0,0,0
3,2.823529412,1,5,5,0,0,0
4,3,1,1,2,0,0,0
5,3.352941176,1,3,4,0,0,0
6,3.705882353,1,1,2,0,0,0
7,4.058823529,1,3,4,0,0,0
8,4.411764706,1,1,2,0,0,0
9,4.764705882,1,3,4,0,0,0
10,5.117647059,1,1,2,0,0,0
11,5.470588235,1,3,4,0,0,0
12,5.823529412,1,1,2,0,0,0
13,6.176470588,1,3,4,0,0,0
14,6.529411765,1,1,2,0,0,0
15,6.882352941,1,3,4,0,0,0
16,7.235294118,1,1,1,0,0,0
17,7.588235294,1,3,4,0,0,0
18,7.764705882,1,4,5,0,0,0
19,8.117647059,1,3,3,0,0,0
20,8.469588235,81,,,0,0,0
21,8.470588235,1,1,1,0,0,0
22,8.823529412,1,3,3,0,0,0
23,9.176470588,1,5,5,0,0,0
24,9.882352941,1,1,1,0,0,0
25,10.23529412,1,3,3,0,0,0
26,10.58823529,1,5,5,0,0,0
27,11.29411765,1,1,1,0,0,0
28,11.64705882,1,3,3,0,0,0
29,12,1,5,5,0,0,0
30,12.70588235,1,1,1,0,0,0
31,13.23529412,1,4,4,0,0,0
32,13.41176471,1,5,5,0,0,0
33,13.76470588,1,5,4,0,0,0
34,14.11764706,2,3,3,0,1,0
35,14.11764706,1,5,5,0,1,0
36,15.17647059,2,3,3,0,0,0
37,15.52941176,2,2,2,0,1,0
38,15.52941176,1,5,5,0,1,0
39,15.88235294,2,2,2,0,0,0
40,16.23529412,2,1,1,0,0,0
41,16.58823529,2,1,1,0,0,0
42,16.94117647,1,5,5,0,1,0
43,16.94117647,2,2,2,0,1,0
44,17.82352941,2,2,2,0,1,0
45,17.82352941,1,5,5,0,1,0
46,18,1,4,4,0,0,0
47,18.17647059,2,1,1,0,1,0
48,18.17647059,1,3,3,0,1,0
49,19.76470588,2,1,1,0,0,0
50,19.94117647,1,1,2,0,0,0
51,20.11764706,1,2,3,0,0,0
52,20.29411765,1,3,4,0,0,0
53,20.47058824,1,4,5,0,1,0
54,20.47058824,1,3,3,0,1,0
55,20.82352941,1,2,2,0,0,0
56,21.17647059,2,3,3,0,0,0
57,21.17747059,82,,,0,0,0
58,21.52941176,1,1,1,0,0,0
59,22.23529412,1,1,1,0,0,0
60,22.94117647,1,1,1,0,0,0
61,23.64705882,1,1,1,0,0,0
62,24,2,3,3,0,0,0
63,24.35294118,1,1,1,0,0,0
64,25.05882353,1,1,1,0,0,0
65,25.23529412,1,2,2,0,0,0
