0.03333,MOT_mc_bg_black_00,seat100-0,,
1.3998599999999999,1,,,f1
1.7331599999999998,MOT_mc_speaker_00,temp1,,
1.76649,1,1-2,,
2.46642,1,sj2,,
2.76639,MOT_mc_stage_color_00,b-flash,,
3.06636,1,lp2,,
6.89931,1,sj2,,
7.8325499999999995,1,j2-3,,
7.8325499999999995,2,1-3,,f1
7.8325499999999995,3,1-3,,f1
8.19918,MOT_mc_stage_color_00,b-flash,,
8.765789999999999,1,lp3,,
8.765789999999999,2,lp3,,
8.765789999999999,3,lp3,,
8.765789999999999,4,lp1,,
8.765789999999999,5,lp1,,
10.398959999999999,1,j3-4,,
10.398959999999999,2,j3-4,,
10.398959999999999,3,j3-4,,
10.398959999999999,4,j3-4,,
10.398959999999999,5,j3-4,,
11.06556,1,lp4,,
11.06556,2,lp4,,
11.06556,3,lp4,,
11.06556,4,lp4,,
11.06556,5,lp4,,
11.932139999999999,4,j4-2,,
11.932139999999999,5,j4-2,,
12.29877,2,j4-2,,
12.29877,3,j4-2,,
12.69873,1,j4-2,,
12.69873,4,w2,,
12.69873,5,w2,,
13.132019999999999,1,w2,,
13.132019999999999,2,w2,,
13.132019999999999,3,w2,,
13.132019999999999,4,w2,,
13.132019999999999,5,w2,,
13.49865,1,j2-3,,
13.49865,2,j2-3,,
13.49865,3,j2-3,,
13.49865,4,j2-3,,
13.49865,5,j2-3,,
13.6653,2,,r1,
13.6653,3,,l1,
13.6653,4,,r1,
13.6653,5,,l1,
13.76529,MOT_mc_stage_color_00,b-flash,,
13.76529,MOT_mc_light_up_00,l2,,
13.76529,MOT_mc_light_center_00,l1,,
13.76529,MOT_mc_light_under_00,l2,,
13.76529,MOT_mc_bg_black_00,b80-65,,
14.23191,1,lp3,,
14.23191,2,lp3,,
14.23191,3,lp3,,
14.23191,4,lp3,,
14.23191,5,lp3,,
15.13182,1,sp3-4,,
15.13182,2,sp3-4,,
15.13182,3,sp3-4,,
15.13182,4,sp3-4,,
15.13182,5,sp3-4,,
15.53178,1,,,b0
15.53178,2,,rb0,b0
15.53178,3,,lb0,b0
15.665099999999999,4,,rb0,
15.665099999999999,5,,lb0,
16.03173,1,lp4,,
16.03173,2,lp4,,
16.03173,3,lp4,,
16.03173,4,lp4,,
16.03173,5,lp4,,
17.531579999999998,1,j4-3,,
17.531579999999998,2,j4-3,,
17.531579999999998,3,j4-3,,
18.06486,1,j3-2,,
18.06486,2,j3-2,,
18.06486,3,j3-2,,
18.06486,4,j4-2,,
18.06486,5,j4-2,,
18.19818,MOT_mc_stage_color_00,b-flash,,
18.83145,1,,,f1
18.86478,1,lp2,,
18.86478,2,lp2,,
18.86478,3,lp2,,
18.86478,4,lp2,,
18.86478,5,lp2,,
19.364729999999998,MOT_mc_bg_black_00,b65-80,,
19.398059999999997,1,,l1,
19.398059999999997,2,,l1,
19.398059999999997,3,,l1,
19.398059999999997,4,,l1,
19.398059999999997,5,,l1,
19.997999999999998,1,,lb0,
19.997999999999998,2,,lb0,
19.997999999999998,3,,lb0,
19.997999999999998,4,,lb0,
19.997999999999998,5,,lb0,
20.89791,1,2-1,,
20.89791,2,2-1,,
20.89791,3,2-1,,
20.89791,4,2-1,,
20.89791,5,2-1,,
21.49785,1,lp1,,
21.49785,2,lp1,,
21.49785,3,lp1,,
21.49785,4,lp1,,
21.49785,5,lp1,,
22.16445,1,,r1,
22.16445,2,,r1,
22.16445,3,,r1,
22.16445,4,,r1,
22.16445,5,,r1,
22.797719999999998,1,,rb0,
22.797719999999998,2,,rb0,
22.797719999999998,3,,rb0,
22.797719999999998,4,,rb0,
22.797719999999998,5,,rb0,
23.59764,1,1-2,,
23.59764,2,1-2,,
23.59764,3,1-2,,
23.59764,4,1-2,,
23.59764,5,1-2,,
24.430889999999998,1,2-4,,
24.430889999999998,2,w2,,
24.430889999999998,3,w2,,
24.430889999999998,4,w2,,
24.430889999999998,5,w2,,
25.064159999999998,1,lp4,,
25.064159999999998,2,lp2,,
25.064159999999998,3,lp2,,
25.064159999999998,4,lp2,,
25.064159999999998,5,lp2,,
27.23061,1,4-3,,b0
27.23061,2,j2-3,,
27.23061,3,j2-3,,
27.23061,4,j2-3,,
27.23061,5,j2-3,,
27.79722,1,lp3,,
27.79722,2,lp3,,
27.79722,3,lp3,,
27.79722,4,lp3,,
27.79722,5,lp3,,
28.06386,4,j3-1,,
28.06386,5,j3-1,,
28.43049,2,j3-1,,
28.43049,3,j3-1,,
28.79712,1,j3-1,,
28.79712,4,w1,,
