time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,1,0
2.606629,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Bye,178,3
2.696629,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,178,3
8.764045,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Bye,356,4
13.3268,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,9
13.483146,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,12
17.106742,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,330,4
17.275281,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,120,0
17.61236,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,120,0
17.949438,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,120,0
18.033708,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,120,0
18.876404,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,12
27.977528,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Bye,356,0
29.3925,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,1,9
29.862921,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,95,9
31.211236,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,95,9
32.559551,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,95,9
33.907865,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,95,9
34.803371,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,10
38.426966,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,220,0
38.848315,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,140,0
39.016854,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,1,0
39.269663,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,140,1
39.438202,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,140,1
39.94382,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,1,1
40.280899,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,134,0
41.123596,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,0
62.022472,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,44.5,0
63.19,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,52,0
64.382022,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,178,8
64.719101,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,59.33,0
65.730337,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,178,8
66.067416,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,59.33,0
67.078652,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,178,8
67.41573,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,59.33,0
68.3,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,1,0
68.595506,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
69.101124,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
69.353933,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,178,14
69.606742,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,130,6
69.94382,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
70.449438,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
70.702247,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,178,14
70.955056,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,130,6
71.32,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,13
71.460674,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,0
74.157303,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,59.33,0
75.168539,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,8
75.505618,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,0
77.865169,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,89,1
78.117978,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,89,1
79.213483,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,89,1
79.466292,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,89,1
80.561798,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,89,1
80.814607,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,89,1
81.910112,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,100,1
82.247191,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,100,1
82.58427,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,100,1
82.921348,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,100,1
83.258427,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,100,1
83.511236,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,100,1
86.0445,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,1,1
86.123596,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,50,0
88.314607,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,0
110.561798,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Uhoi,44.5,0
112.5,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
112.668539,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
112.837079,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
113.005618,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,178,14
113.258427,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Oioi,178,13
114.691011,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
114.859551,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
115.02809,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
115.196629,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,Pause,178,14
115.365169,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
115.533708,Uhoi,5,Random4,Brown01,Pink01,Brown01,Purple02,,,,,,,PPPH,178,14
