1.6664999999999999,1,lp1,,
1.6664999999999999,2,lp1,,
1.6664999999999999,3,lp1,,
1.69983,MOT_mc_special_01,cut1_01,,
7.09929,MOT_control_all,cut1_01,,
7.09929,MOT_mc_special_01,cut1_02,,
8.73246,MOT_all,cut1_01,,
9.899009999999999,1,1-2,,
9.899009999999999,2,1-2,,
9.899009999999999,3,1-2,,
10.23231,MOT_mc_light_center_00,bg_02,,
10.23231,1,hj2,,
10.23231,2,hj2,,
10.23231,3,hj2,,
10.398959999999999,MOT_control_all,cut1_02,,
10.898909999999999,1,lp2,,
10.898909999999999,2,lp2,,
10.898909999999999,3,lp2,,
11.36553,1,,l1,
11.36553,2,,l1,
11.36553,3,,l1,
11.76549,1,,l2,
11.76549,2,,l2,
11.76549,3,,l2,
12.132119999999999,1,,l3,
12.132119999999999,2,,l3,
12.132119999999999,3,,l3,
12.76539,1,2-3,,
12.76539,2,2-3,,
12.76539,3,2-3,,
13.16535,1,lp3,,
13.16535,2,lp3,,
13.16535,3,lp3,,
13.76529,1,,lb2,
13.76529,2,,lb2,
13.76529,3,,lb2,
14.165249999999999,1,,lb1,
14.165249999999999,2,,lb1,
14.165249999999999,3,,lb1,
14.53188,1,,lb0,
14.53188,2,,lb0,
14.53188,3,,lb0,
15.3318,1,3-4,,
15.3318,2,3-4,,
15.3318,3,3-4,,
15.73176,1,lp4,,
15.73176,2,lp4,,
15.73176,3,lp4,,
16.665,1,,r1,
16.665,2,,r1,
16.665,3,,r1,
17.06496,1,,r2,
17.06496,2,,r2,
17.06496,3,,r2,
17.46492,1,,r3,
17.46492,2,,r3,
17.46492,3,,r3,
17.93154,2,4-1,,
18.29817,2,,rb2,
18.29817,1,4-1,,
18.564809999999998,2,,rb1,
18.564809999999998,1,,rb2,
18.79812,2,w1,rb0,
18.79812,1,w1,rb1,
18.79812,3,4-1,,
19.03143,1,,rb0,
19.26474,3,,rb2,
19.46472,3,,rb1,
19.6647,3,,rb0,
19.86468,1,1-2,,
19.86468,2,1-2,,
19.86468,3,1-2,,
20.197979999999998,1,sj2,,
20.197979999999998,2,sj2,,
20.197979999999998,3,sj2,,
20.53128,1,w2,,
20.53128,2,w2,,
20.53128,3,w2,,
20.76459,MOT_control_all,cut2_01,,
20.797919999999998,3,2-3,,f1
21.03123,3,lp3,,
21.23121,MOT_mc_light_center_00,bg_01,,
21.26454,MOT_mc_special_01,cut2_01,,
21.46452,MOT_control_all,cut2_01_reset,,
23.56431,3,3-2,,
23.96427,3,lp2,,
24.630869999999998,3,sp3-4,,
25.664099999999998,3,sj4,,
26.097389999999997,3,lp4,,
27.56391,MOT_control_all,cut2_01_end,,
27.79722,3,4-1,,
28.330499999999997,3,,r1,
28.76379,3,1-3,,
29.23041,3,,r2,
29.86368,3,3-2,,
30.23031,3,lp2,,
30.530279999999998,3,,rb1,
30.79692,MOT_control_all,cut2_02,,
30.83025,3,,rb0,
31.06356,3,w2,,b0
31.06356,2,2-1,,f1
31.29687,2,lp1,,
31.49685,MOT_mc_special_01,cut2_02,,
31.69683,MOT_control_all,cut2_02_reset,,
32.3301,2,1-4,,
32.696729999999995,2,lp4,l1,
33.03003,2,,l2,
33.36333,2,,l3,
33.82995,2,4-1,,
34.22991,2,lp1,l4,
34.62987,2,,l5,
