time,lyrics,size
0,,
2.92 ,私が呼んだら 今すぐ きてね,
9.63 ,,
12.30 ,（Yeah! Happy! OK!）,
20.28 ,,
22.77 ,聞こえてるのに 聞こえないふり,
26.59 ,何回だって 言って欲しいのよ,
29.84 ,ほんとはもっと 胸キュンセリフ,
33.14 ,欲しかったけど でもね嬉しいよ,
36.25 ,返事はちょっと待っててね 余韻にもっと浸っていたいし,
42.87 ,メールじゃちょっと味気ない 明日はお洒落一杯しよう,
50.57 ,不安な顔を変えたいの,
55.63 ,ニッコリ出す両手 『OK』のサイン見せてあげるんだよ,
62.30 ,明日また会えるよね たくさん 楽しいこと作りたいよね,
69.28,いい夢が見れるように おやすみ メールするね,
75.45,キラキラに光りだす 宝石みたいな日々ずっと続いて,
82.57,大好きなJewelry Day ありがとう,
88.73,明日また会えるよね たくさん 楽しいこと作りたいよね,
95.583,いい夢が見れるように おやすみ メールするね,
101.782,キラキラに光りだす 宝石みたいな日々ずっと続いて,
108.95,大好きなJewelry Day ありがとう,
114.998,,
115.75,私を 好きなら 今すぐ きてね,
122.172,,
