time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Uhoi,1,0
47.865169,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Oioi,178,0
70.11236,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Uhoi,44.5,0
74.157303,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
75.383,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Uhoi,1,0
76.095506,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
76.685393,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
77.44382,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
78.033708,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
78.792135,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
79.382022,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
80.140449,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
80.730337,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
81.488764,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
82.078652,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
82.837079,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
83.426966,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
84.185393,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
84.775281,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
85.533708,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,PPPH,150,0
86.123596,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
90.337079,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Bye,356,0
92.865169,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Oioi,150,0
93.707865,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Oioi,178,0
114.606742,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Uhoi,44.5,0
117.303371,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Uhoi,22.25,0
120,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Pause,1,0
122.022472,Uhoi,5,Random3,Red01,Blue03,Pink01,,,,,,,,Bye,270,0
