time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,All1,Red01,,,,,,,,,,Uhoi,1,0
6.62069,Uhoi,5,All1,Red01,,,,,,,,,,Bye,290,0
12.827586,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,290,0
24.775862,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
25.086207,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
25.396552,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
25.551724,Uhoi,5,All1,Red01,,,,,,,,,,Pause,1,0
53.793103,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,290,0
54.568966,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
54.87931,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
55.189655,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
55.5,Uhoi,5,All1,Red01,,,,,,,,,,PPPH,180,0
55.862069,Uhoi,5,All1,Red01,,,,,,,,,,Uhoi,140,0
58.758621,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,290,0
82.551724,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,290,0
84.206897,Uhoi,5,All1,Red01,,,,,,,,,,Uhoi,45,0
85.862069,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,290,0
93.931034,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,145,0
94.758621,Uhoi,5,All1,Red01,,,,,,,,,,Pause,1,0
95.793103,Uhoi,5,All1,Red01,,,,,,,,,,Uhoi,20,0
99.310345,Uhoi,5,All1,Red01,,,,,,,,,,Oioi,290,0
103.241379,Uhoi,5,All1,Red01,,,,,,,,,,Uhoi,36,0
106.551724,Uhoi,5,All1,Red01,,,,,,,,,,Uhoi,24,0
109.241379,Uhoi,5,All1,Red01,,,,,,,,,,Pause,1,0
