time,lyrics,size
0,,
11.51 ,Let's Go!!,
13.757,,
25.15 ,お気に入りのスニーカー 紐結んだら,
30.24 ,ドアを開けてスタートダッシュ!!,
33.83 ,（いっせーの ハイ!!）,
35.36 ,弱音は（No!!） 吐かないよ（Yes!!）,
37.80 ,そうさ ! 約束をした ステージ（場所）へと止まらないEmotion,
45.09 ,泣きたくて..壊れそうな..想いをぎゅっと抱きしめてく,
51.98 ,いつかダイヤのように輝く日まで,
60,,
61.41 ,Let's Go!!,
62.333,明日へ（Jump!!）未来へ（Hey!!）,
65.097,昨日の涙は今日の勇気,
69.81,顔上げて一緒にLet's Go!!,
72.376,最初のStep（by Step!!）踏み出そう（Stand Up!!）,
75.093,みんなで夢描こう!! It's all right,
79.888,手をつないで一緒に Hi-Fi なDays,
84.555,,
94.981,明日へ（Jump!!）未来へ（Hey!!）,
97.697,昨日の涙は今日の勇気,
102.469,顔上げて一緒にLet's Go!!,
105.093,最初のStep（by Step!!）踏み出そう（Stand Up!!）,
107.728,みんなで夢描こう!! It's all right,
112.465,手をつないで一緒に Hi-Fi なDays,
117.481,刻んでくストーリー Hi-Fi なDays,
123.1,,
