time,lyrics,size
0.00 ,,
16.733 ,空飛ぶ夢　見たあとに,
20.557 ,飲みかけのぬるいコーヒー,
24.807 ,見慣れた部屋で,
30.083 ,映画はまだ続いてる,
34.017 ,その向こう,
35.683 ,のんきな空,
38.250 ,そう　変わらない,
41.817 ,"（Lazy,lazy）",
43.500,,
48.533 ,"（Lazy,lazy）",
50.333,,
55.217 ,"（Lazy,lazy）",
56.933 ,呆れるほどありふれたそんな午後,
62.540 ,違っているのはわたしだけ,
69.467 ,ねえ　なんでだろう　なんでだろう,
73.667,止まらない　終わらない,
77.067,きみのこと考えて,
79.800,わたしおかしくなっちゃうよ,
84.200,,
88.817,"（Crazy,crazy）",
90.700,,
95.667,"（Crazy,crazy）",
97.217,なんでかな　なんでかな,
99.733,おかしいな　おかしいな,
102.167,レイジーなラブがいま,
105.467,クレイジーになるよ,
108.907,"（Crazy,crazy）",
110.633,なんでかな　なんでかな,
113.100,変だよね,
114.367,きみと空飛びたいなんて,
118.817,思っちゃってるんだ,
122.333,"（Crazy,crazy）",
124.100,,
128.883,おかしくなっちゃうよ,
132.700,,
