time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
3,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
12.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
45.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
45.833333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
46.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
47.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
48,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
48.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
49,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
50,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
50.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
51.166667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
51.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,120,0
52.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
52.93,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
53.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,100,0
54.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,26,0
57.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
77.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,120,0
78.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
88.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,120,0
89.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
115.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,20,0
118.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
122.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,270,0
