time,lyrics,size
0,,
7.15 ,今振り向かせてあげる,
10.70 ,パステルピンクな罠で,
13.44 ,"応えてね ""Be my Darling ! """,
15.93 ,連れてくよ 未知の世界へ,
22.55 ,,
24.64 ,想像の世界抜け出して,
29.60 ,眠ってた好奇心フルチャージして,
35.78 ,ミニのワンピで出かけよう,
40.53 ,イイコト起こりそうで,
43.64 ,心がふわって踊る,
46.05 ,ほら イケてる子 ロックオン ! ,
50.05 ,乙女発信,
51.86 ,LOVE 動き出す,
54.244,目と目が合う その瞬間,
57.004,恋の始まり,
60.303,,
62.074,今振り向かせてあげる,
65.474,パステルピンクな罠で,
68.332,"応えてね ""Be my Darling ! """,
70.747,連れてくよ 未知の世界へ,
76.769,,
78.301,"今 ""大好き""って言わせて",
81.935,パステルピンクに染まる,
84.797,頬にそっとキスして,
87.212,引き返せないくらい,
90.293,とろけさせてあげる,
92.909,溢れるほどの愛で,
95.765,"ここに来て ""Be my Darling ! """,
98.165,抱きしめて心まるごと,
103.483,LOVE YOU,
105.893,,
