0.03333,MOT_mc_bg_black_00,seat100-0,,
1.49985,MOT_mc_speaker_00,temp4,,
1.8331499999999998,1,1-2,,
2.03313,MOT_mc_light_up_00,l3,,
2.03313,MOT_mc_stage_color_00,r,,
2.36643,1,w2,,
9.49905,1,2-4,,
10.93224,1,j4-2,,
11.198879999999999,2,j1-2,,
11.198879999999999,3,j1-2,,
11.3322,MOT_mc_stage_color_00,b-flash,,
11.3322,MOT_mc_bg_black_00,b80-45,,
11.3322,MOT_mc_light_up_00,l2,,
11.3322,MOT_mc_light_center_00,l2,,
11.3322,MOT_mc_light_under_00,l2,,
11.3322,MOT_mc_speaker_00,temp2,,
11.46552,4,j1-2,,
11.46552,5,j1-2,,
11.96547,1,w2,,
12.09879,1,2-3,,
12.332099999999999,2,2-3,,
12.332099999999999,3,2-3,,
12.332099999999999,4,2-3,,
12.332099999999999,5,2-3,,
12.632069999999999,1,3-2,,f1
12.632069999999999,2,j3-2,,
12.632069999999999,3,j3-2,,
12.632069999999999,4,j3-2,,
12.632069999999999,5,j3-2,,
12.732059999999999,2,,r1,
12.732059999999999,3,,l1,
12.732059999999999,4,,r1,
12.732059999999999,5,,l1,
12.9987,1,hj2,,
12.9987,2,lp2,,
12.9987,3,lp2,,
12.9987,4,lp2,,
12.9987,5,lp2,,
13.59864,1,sj2,,
13.9986,1,sj2,,
14.49855,1,w2,,
15.03183,1,2-2,,
15.565109999999999,1,sp2-3,,
15.565109999999999,2,sp2-3,,
15.565109999999999,3,sp2-3,,
15.565109999999999,4,sp2-3,,
15.565109999999999,5,sp2-3,,
15.69843,2,,rb0,
15.83175,3,,lb0,
15.965069999999999,4,,rb0,
16.09839,5,,lb0,
16.49835,4,3-4,,
16.49835,5,3-4,,
16.69833,2,3-4,,
16.69833,3,3-4,,
16.86498,1,3-4,,
17.164949999999997,1,hj4,,
17.164949999999997,2,lp4,,
17.164949999999997,3,lp4,,
17.164949999999997,4,lp4,,
17.164949999999997,5,lp4,,
18.19818,1,4-1,,
18.19818,2,4-1,,
18.19818,3,4-1,,
18.19818,4,4-1,,
18.19818,5,4-1,,
18.564809999999998,1,j1-3,,
18.564809999999998,2,j1-3,,
18.564809999999998,3,j1-3,,
18.564809999999998,4,j1-3,,
18.564809999999998,5,j1-3,,
18.6648,2,,r1,
18.6648,3,,l1,
18.6648,4,,r1,
18.6648,5,,l1,
19.09809,1,j3-2,,
19.09809,2,w3,,
19.09809,3,w3,,
19.09809,4,w3,,
19.09809,5,w3,,
19.398059999999997,2,j3-2,,
19.398059999999997,3,j3-2,,
19.398059999999997,4,j3-2,,
19.398059999999997,5,j3-2,,
19.93134,1,w2,,
19.93134,2,w2,,
19.93134,3,w2,,
19.93134,4,w2,,
19.93134,5,w2,,
20.43129,1,j2-4,,
20.86458,2,sp2-3,,
20.86458,3,sp2-3,,
20.86458,4,sp2-3,,
20.86458,5,sp2-3,,
21.09789,1,hj4,,
21.36453,2,hj3,,
21.36453,3,hj3,,
21.631169999999997,4,hj3,,
21.631169999999997,5,hj3,,
22.06446,1,hj4,,
22.06446,2,lp3,,
22.06446,3,lp3,,
22.06446,4,lp3,,
22.06446,5,lp3,,
22.29777,MOT_mc_stage_color_00,b-flash,,
23.13102,1,4-3,,b0
23.13102,2,3-3,,
23.13102,3,3-3,,
23.13102,4,3-3,,
23.13102,5,3-3,,
23.49765,MOT_mc_stage_color_00,r-flash,,
23.830949999999998,1,sj3,,
23.830949999999998,2,sj3,,
23.830949999999998,3,sj3,,
23.830949999999998,4,sj3,,
23.830949999999998,5,sj3,,
24.16425,1,sj3,,
24.16425,2,sj3,,
24.16425,3,sj3,,
24.16425,4,sj3,,
24.16425,5,sj3,,
24.53088,1,sj3,,
24.53088,2,sj3,,
24.53088,3,sj3,,
24.53088,4,sj3,,
24.53088,5,sj3,,
24.864179999999998,1,sj3,,
24.864179999999998,2,sj3,,
24.864179999999998,3,sj3,,
24.864179999999998,4,sj3,,
24.864179999999998,5,sj3,,
25.19748,1,3-4,,
25.264139999999998,2,3-3,,
25.264139999999998,3,3-3,,
25.36413,4,3-3,,
25.36413,5,3-3,,
25.83075,1,hj4,,
25.83075,2,j3-4,,
25.83075,3,j3-4,,
25.83075,4,j3-4,,
25.83075,5,j3-4,,
26.59734,1,sj4,,
26.59734,2,sj4,,
26.59734,3,sj4,,
26.59734,4,sj4,,
26.59734,5,sj4,,
26.93064,1,sj4,,
26.93064,2,sj4,,
26.93064,3,sj4,,
26.93064,4,sj4,,
26.93064,5,sj4,,
27.297269999999997,1,sj4,,
27.297269999999997,2,sj4,,
27.297269999999997,3,sj4,,
27.297269999999997,4,sj4,,
27.297269999999997,5,sj4,,
27.63057,1,sj4,,
27.63057,2,sj4,,
27.63057,3,sj4,,
27.63057,4,sj4,,
27.63057,5,sj4,,
27.9972,1,4-1,,
28.06386,2,4-4,,
28.06386,3,4-4,,
28.16385,4,4-4,,
28.16385,5,4-4,,
28.530479999999997,2,j4-1,,
28.530479999999997,3,j4-1,,
28.530479999999997,4,j4-1,,
28.530479999999997,5,j4-1,,
28.6638,1,hj1,,
29.497049999999998,1,sj1,,
