time,lyrics,size
0,,
4.75,ハート形 花びら,
7.367,一輪 赤いバラ,
10.167,アナタのエスコート,
12.95,色づく ほっぺたはバラ色,
16.617,いついかなる時だって,
19.05,目を離してはいけません（はーい !）,
22.2,花は一秒ごと色づくの,
25.7,もったいないでしょう？,
27.717,毎日 微笑みかけて,
30.217,愛 ささやいて（大好き♡）,
32.667,それ以上の愛を,
34.4,アナタにあげるわ,
38.167,ドキドキ（ドキドキ）,
39.667,してるの？（してるの !）,
41.033,素直に言えたなら ご褒美,
43.85,ナデナデ（ナデナデ）,
45.317,したいの？（したいの !）,
46.65,チクチク トゲまでも愛して,
52.017,愛の花で世界中,
55.333,飾りつけましょう,
58.467,口づけは少し早いわ,
62.717,優しく手をとって,
66.617,,
69.817,まっすぐなアナタに,
72.6,真っ白なバラを贈るわ,
75.767,このままずっと そばにいて,
82.533,愛の,
83.933,愛の花で世界中,
87.417,飾りつけましょう,
90.567,二人のハートで世界を,
93.53,可愛く染め上げましょう,
96.0,誰もが胸に愛の花園,
102.533,,
103.117,愛あらば 全てきらめく,
107.483,毎日がバラ色,
110.733,愛しい 想いを,
113.417,束ねた 九十九本,
116.283,アナタと,
117.6,いつまでも いつまでも,
119.867,誓いの花束,
122.65,ずっと ずーっと 一緒よ♡,
126.187,,
