id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,230,0,0
2,0,91,,,,0,0
3,4.40367,1,3,2,0,0,0
4,4.954128,1,5,5,0,0,0
5,5.504587,1,4,3,0,0,0
6,6.605505,1,1,2,0,0,0
7,7.155963,1,5,5,0,0,0
8,7.706422,1,2,1,0,0,0
9,8.807339,1,3,2,0,0,0
10,9.357798,1,5,5,0,0,0
11,9.908257,1,4,3,0,0,0
12,11.009174,1,1,2,0,0,0
13,11.559633,1,5,5,0,0,0
14,12.110092,1,2,1,0,0,0
15,12.66055,1,3,4,0,0,0
16,13.211009,2,2,3,0,0,0
17,17.06422,2,2,3,0,0,0
18,17.614679,1,4,4,0,0,0
19,18.165138,1,3,3,0,0,0
20,18.715596,1,3,2,0,0,0
21,19.816514,1,2,2,0,0,0
22,20.366972,1,4,4,0,0,0
23,20.917431,1,2,1,0,0,0
24,22.018349,1,4,4,0,0,0
25,22.568807,1,3,3,0,0,0
26,23.119266,1,3,2,0,0,0
27,24.220183,1,5,5,0,0,0
28,24.770642,1,4,4,0,0,0
29,25.321101,1,3,2,0,0,0
30,25.87156,1,4,5,0,0,0
31,26.422018,1,4,4,0,0,0
32,26.972477,1,3,3,0,0,0
33,27.522936,1,3,2,0,0,0
34,28.623853,1,2,2,0,0,0
35,29.174312,1,4,4,0,0,0
36,29.724771,1,2,1,0,0,0
37,30.825688,1,4,4,0,0,0
38,31.376147,1,3,3,0,0,0
39,31.926606,1,3,2,0,0,0
40,33.027523,1,5,5,0,0,0
41,33.577982,1,4,4,0,0,0
42,34.12844,1,3,2,0,0,0
43,34.678899,1,4,5,0,0,0
44,35.504587,1,3,4,0,0,0
45,35.779817,1,3,2,0,0,0
46,36.055046,1,3,4,0,0,0
47,36.330275,1,3,2,0,0,0
48,36.605505,1,3,4,0,0,0
49,36.880734,1,3,2,0,0,0
50,37.706422,1,2,3,0,0,0
51,37.981651,1,2,1,0,0,0
52,38.256881,1,2,3,0,0,0
