time,lyrics,size
0,,
1.71 ,新たなヒカリに会いに行こう,
7.21 ,生まれたての勇気を抱きしめて,
14.10 ,走り出そう,
18.57 ,,
26.85 ,思い通りいかない夜に 空を見上げた,
32.37 ,曇り空でも 星はきっとそこにあるよね？,
37.87 ,信じたいな 目には見えない小さなShining star☆,
42.86 ,君も遠くから 呼んでいるみたい,
48.76 ,ねぇ 捜していたのは,
52.38 ,12時過ぎの魔法,
55.49 ,それは この自分の靴で,
59.42 ,今 進んで行ける勇気でしょう？,
64.452,新たなヒカリに会いに行こう,
70.1,生まれたての希望を抱きしめたら,
75.482,新たな自分に会いに行こう,
81.114,この笑顔が君まで届くように,
86.57,走れ,
89.452,新たなヒカリに会いに行こう,
94.949,選んだ夢 私が決めた道を,
100.364,新たな自分に会いに行こう,
105.948,この歌声 届くよう,
108.953,思いきり ヒカリの向こうの,
114.577,君のもとへ走れ,
120.193,,
