time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
9,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,160,0
66,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,0
66.1875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
66.325,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,1
66.5625,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
66.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
66.8875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,1
67.125,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
67.3125,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
67.45,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,1
67.6875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
67.875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
68,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,1
69.9375,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,0
70.125,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,1
70.3125,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,175,0
70.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
89.25,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,160,0
93,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,53.3,0
94.125,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,160,8
94.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,53.3,0
95.625,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,160,8
104.25,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,160,0
117,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,53.3,0
118.125,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,160,8
118.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,53.3,0
119.625,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,160,8
120,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,20,0
123,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
126,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,400,0
