0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_light_up_00,shabon1,,
0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.03333,4,w1,,
0.03333,5,w1,,
2.9997,MOT_speaker_00,temp1,,
2.9997,MOT_mc_light_center_00,l1,,
2.9997,MOT_mc_bg_black_00,b80-45,,
2.9997,MOT_mc_stage_color_00,b,,
2.9997,1,j1-2,,
2.9997,2,j1-2,,
2.9997,3,j1-2,,
2.9997,4,j1-2,,
2.9997,5,j1-2,,
3.49965,1,lp2,,
3.49965,2,lp2,,
3.49965,3,lp2,,
3.49965,4,lp2,,
3.49965,5,lp2,,
3.9662699999999997,1,,l1,
3.9662699999999997,2,,l1,
3.9662699999999997,3,,l1,
3.9662699999999997,4,,l1,
3.9662699999999997,5,,l1,
4.6662,1,,lb0,
4.6662,2,,lb0,
4.6662,3,,lb0,
4.6662,4,,lb0,
4.6662,5,,lb0,
5.56611,1,2-3,,
5.56611,2,2-3,,
5.56611,3,2-3,,
5.56611,4,2-3,,
5.56611,5,2-3,,
6.03273,1,sj3,,
6.03273,2,sj3,,
6.03273,3,sj3,,
6.03273,4,sj3,,
6.03273,5,sj3,,
6.39936,1,3-4,,
6.39936,2,3-4,,
6.39936,3,3-4,,
6.39936,4,3-4,,
6.39936,5,3-4,,
6.83265,1,lp4,,
6.83265,2,lp4,,
6.83265,3,lp4,,
6.83265,4,lp4,,
6.83265,5,lp4,,
7.29927,1,,r1,
7.29927,2,,r1,
7.29927,3,,r1,
7.29927,4,,r1,
7.29927,5,,r1,
7.9992,1,,rb0,
7.9992,2,,rb0,
7.9992,3,,rb0,
7.9992,4,,rb0,
7.9992,5,,rb0,
8.79912,1,4-3,,
8.79912,2,4-3,,
8.79912,3,4-3,,
8.79912,4,4-3,,
8.79912,5,4-3,,
9.3324,1,sj3,,
9.3324,2,sj3,,
9.3324,3,sj3,,
9.3324,4,sj3,,
9.3324,5,sj3,,
9.699029999999999,4,3-4,,
10.098989999999999,5,3-4,,
10.43229,2,3-4,,
10.698929999999999,3,3-4,,
10.96557,1,3-4,,
11.298869999999999,1,4-2,,
11.298869999999999,2,4-2,,
11.298869999999999,3,4-2,,
11.298869999999999,4,4-2,,
11.298869999999999,5,4-2,,
11.63217,5,2-1,,
11.73216,4,2-1,,
11.832149999999999,3,2-1,,
11.932139999999999,2,2-1,,
12.032129999999999,1,2-1,,
12.49875,1,1-2,,
12.49875,2,1-2,,
12.49875,3,1-2,,
12.49875,4,1-2,,
12.49875,5,1-2,,
12.9987,1,2-4,,
12.9987,2,2-4,,
12.9987,3,2-4,,
12.9987,4,2-4,,
12.9987,5,2-4,,
13.431989999999999,4,4-3,,
13.59864,5,4-3,,
13.76529,2,4-3,,
13.931939999999999,3,4-3,,
14.09859,1,4-3,,
14.49855,1,sp3-4,,
14.63187,2,sp3-4,,
14.63187,3,sp3-4,,
14.765189999999999,4,sp3-4,,
14.765189999999999,5,sp3-4,,
15.43179,1,j4-1,,
15.43179,2,j4-1,,
15.43179,3,j4-1,,
15.43179,4,j4-1,,
15.43179,5,j4-1,,
16.06506,1,w1,,
16.06506,2,w1,,
16.06506,3,w1,,
16.06506,4,w1,,
16.06506,5,w1,,
16.43169,2,1-2,,f1
16.89831,2,lp2,,
17.6649,2,2-3,,
18.13152,2,lp3,,
19.73136,2,3-4,,
20.164649999999998,2,lp4,,
20.73126,2,,l1,
21.16455,2,,l2,
21.597839999999998,2,4-3,,
22.09779,2,lp3,,
22.56441,2,,lb1,
22.9977,2,,lb0,
23.49765,2,3-1,,b0
23.93094,4,1-2,,f1
23.93094,2,w1,,
23.93094,3,w1,,
23.93094,1,w1,,
23.93094,5,w1,,
24.36423,4,lp2,,
25.56411,4,2-3,,
25.9974,4,lp3,,
26.863979999999998,4,3-4,,
27.3306,4,w4,,
27.697229999999998,4,sj4,,
28.097189999999998,4,lp4,,
29.03043,4,4-1,,b0
29.59704,3,1-2,,f1
29.59704,2,w1,,
29.59704,4,w1,,
29.59704,1,w1,,
29.59704,5,w1,,
30.23031,3,2-3,,
30.69693,3,lp3,,
31.03023,3,,r1,
31.63017,3,,r2,
32.03013,3,sj3,,
32.93004,3,3-2,,
33.33,3,lp2,,
34.36323,3,,rb1,
34.9965,3,,rb0,
35.463119999999996,3,2-3,,
35.896409999999996,3,lp3,,
36.696329999999996,3,3-1,,b0
37.162949999999995,5,1-2,,f1
37.162949999999995,1,w1,,
37.162949999999995,2,w1,,
37.162949999999995,3,w1,,
37.162949999999995,4,w1,,
37.59624,5,lp2,,
38.82945,5,2-3,,
39.42939,5,3-4,,
39.929339999999996,5,j4-1,,
40.46262,5,lp1,,
41.229209999999995,5,1-2,,
41.89581,5,sj2,,
42.362429999999996,5,2-1,,b0
