time,lyrics,size
0,,
2.333,「にゃっほーい ! わたしたち、あんきら ! 歌いまーす !」,
6.217,「え～～、もう歌うの？」,
7.983,「歌うよ、杏ちゃん ! 準備準備 !」,
9.983,「それよりさ、アンキモ食べたくなってこない～？」,
12.474,「えっ・・・ ! ？」,
13.05,「アンキモ食べたい～ !」,
14.433,「違う～ ! あんきらだよ～；；；；」,
16.267,う～～～,
17.6,アンキモ、アンキモ、アンキモ、アンキモ !,
19.85,あんきら、あんきら、あんきら、あんきら !,
22.133,アンキモ、アンキモ、アンキモ、アンキモ !,
24.55,あんきら、あんきら、あんきら、あんきら !,
26.817,ア・ン・キ・モ !,
27.817,あ・ん・き・ら ! もう !,
29.133,どうなってんの ! ？,
30.3,（う～～～～ ワーッ ! ）,
31.85,,
33.5,ハイッ !,
33.967,,
35.55,ハイハイッ !,
36.2,「ほら～、杏ちゃん、立って立って !」,
38.35,「もう、しょうがないな～」,
39.817,「早く～ ! ほらもう、はじまっちゃう～；；」,
42.183,さぁ、行くよっ !,
43.483,あなたのハートにキラッ☆,
45.3,杏ときらりで、あんきらです !,
47.817,あー、またあんきらって言ったから,
49.867,アンキモが食べたくなってきたよ～,
52.0,ダメダメ～；,
52.85,アイドルなんだから,
54.75,もっとカワイイこと言わなきゃ☆,
56.933,でも、おなかがすいて,
58.567,何か食べないと 頭はたらかな～い,
61.45,え～、じゃあ、ほかに食べたいものある？,
65.533,そだなぁ・・・,
66.733,カレーもいいけど,
68.933,ラーメンもいいかなぁ,
71.067,じゃあ、終わったら,
72.083,うん,
72.433,飴あげるっ☆,
73.3,飴 ! ？,
73.833,だから一緒に歌ってにぃ？,
76.7,ん～ しょ、しょうがないなぁ・・・,
79.183,よしっ !,
79.483,折衷案 ! （キラッ☆）,
80.65,イェーイ !,
81.3,そんな感じで、今日も,
82.817,イェイ ! イェイ ! イェイ !,
83.867,歌っていこう,
85.283,ね、正反対ってゆーか対照的で、,
87.3,ハチャメチャなんだけど、楽しいでしょ !,
90.083,イェーイ !,
90.6,こんな調子で、もいっちょ,
92.283,イェイ ! イェイ ! イェイ !,
93.417,やっぱり一緒がいいよね？,
95.567,うん、いいんじゃない？,
97.05,ハピハピな関係、続けていこうよ,
99.967,そうです わたしたち,
103.733,二人であんきらなんです,
107.4,そんじゃ、早速・・・,
108.767,飴くれ、飴くれ、飴くれ、飴くれ !,
110.6,ちょっと；；；,
111.017,あんきら、あんきら、あんきら、あんきら !,
113.3,飴くれ、飴くれ、飴くれ、飴くれ !,
115.717,あんきら、あんきら、あんきら、あんきら !,
117.987,あ・め・く・れ !,
119.067,あ・ん・き・ら ! もう !,
120.45,どうなってんの ! ？,
121.617,（う～～～～ ワーッ ! ）,
123.41,,
