0,1,sp_w1,,
0,2,sp_w1,,
0,3,sp_w1,,
0,4,sp_w1,,
0,5,sp_w1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_light_up_00,stay,,
0.03333,MOT_mc_special_01,stay,,
1.96647,MOT_control_all,cut1,,
1.96647,MOT_mc_light_up_00,l1_1,,
1.96647,MOT_mc_stage_color_00,black_0,,
1.96647,MOT_mc_bg_black_00,b80-65,,
1.96647,1,sp_1-2,,f1
1.96647,2,sp_w1,,
1.96647,3,sp_w1,,
1.96647,4,sp_w1,,
1.96647,5,sp_w1,,
2.19978,1,sp_lp2,,
4.36623,1,sp_2-3,,
4.63287,1,sp_lp3,,
6.9993,1,sp_3-4,,
7.26594,1,sp_lp4,,
8.89911,1,sp_4-2,,
9.49905,1,sp_2-4,,
9.76569,1,sp_lp4,,
11.9988,MOT_mc_light_up_00,l1_2,,
11.9988,1,sp_4-1,,b0
11.9988,3,sp_1-2,,f1
12.26544,1,sp_w1,,
12.26544,2,sp_w1,,
12.26544,3,sp_lp2,,
12.26544,4,sp_w1,,
12.26544,5,sp_w1,,
16.79832,3,sp_2-3,,
17.06496,3,sp_lp3,,
22.13112,MOT_mc_speaker_00,temp4,,
22.13112,MOT_mc_light_up_00,l1_3,,
22.13112,2,sp_1-2,,f1
22.13112,3,sp_3-4,,b0
22.397759999999998,1,sp_w1,,
22.397759999999998,2,sp_lp2,,
22.397759999999998,3,sp_w4,,
22.397759999999998,4,sp_w1,,
22.397759999999998,5,sp_w1,,
24.630869999999998,2,sp_2-3,,
24.89751,2,sp_lp3,,
27.063959999999998,2,sp_3-2,,
27.3306,2,sp_lp2,,
29.03043,2,sp_2-1,,
29.697029999999998,2,sp_1-2,,
29.963669999999997,2,sp_lp2,,
33.063359999999996,MOT_mc_light_up_00,l1_4,,
33.063359999999996,1,sp_1-2,,f1
33.063359999999996,2,sp_2-4,,b0
33.33,1,sp_lp2,,
33.33,2,sp_w4,,
33.33,3,sp_w4,,
33.33,4,sp_w1,,
33.33,5,sp_w1,,
38.12952,1,sp_2-3,,
38.396159999999995,1,sp_lp3,,
41.76249,2,sp_4-1,,
42.12912,5,sp_1-2,,
42.52908,4,sp_1-2,,
43.52898,MOT_mc_stage_color_00,b,,
43.52898,MOT_mc_light_up_00,l1_5,,
43.52898,1,sp_3-2,,b0
43.52898,3,sp_2-4,,f1
43.79562,3,sp_lp4,,
43.79562,1,sp_w2,,
43.79562,2,sp_w1,,
43.79562,4,sp_w2,,
43.79562,5,sp_w2,,
48.59514,3,sp_4-1,,
48.861779999999996,3,sp_lp1,,
52.69473,2,sp_1-2,,f1
52.69473,3,sp_1-2,,b0
52.961369999999995,1,sp_w2,,
52.961369999999995,2,sp_lp2,,
52.961369999999995,3,sp_w2,,
52.961369999999995,4,sp_w2,,
52.961369999999995,5,sp_w2,,
57.69423,1,sp_sp2-3,,f1
57.794219999999996,2,sp_sp2-3,,
57.794219999999996,3,sp_sp2-3,,f1
57.894209999999994,4,sp_sp2-3,,
57.894209999999994,5,sp_sp2-3,,
58.46082,1,sp_lp3,,
58.46082,2,sp_lp3,,
58.46082,3,sp_lp3,,
58.46082,4,sp_w3,,
58.46082,5,sp_w3,,
60.293969999999995,MOT_control_all,cut2,,
61.427189999999996,MOT_mc_stage_color_00,b-y,,
61.427189999999996,MOT_mc_bg_black_00,b65-45,,
61.427189999999996,MOT_mc_light_center_00,l1,,
61.427189999999996,MOT_mc_special_01,shine,,
61.427189999999996,MOT_mc_light_under_00,l3,,
61.427189999999996,1,sp_3-4,,
62.12712,2,sp_3-4,r1,
62.12712,3,sp_3-4,l1,
62.82705,4,sp_3-4,r1,
62.82705,5,sp_3-4,l1,
62.89371,MOT_mc_light_center_00,l2,,
63.093689999999995,1,sp_lp4,,
63.093689999999995,2,sp_lp4,,
63.093689999999995,3,sp_lp4,,
63.093689999999995,4,sp_lp4,,
63.093689999999995,5,sp_lp4,,
66.52668,4,sp_4-1,rb0,
66.52668,5,sp_4-1,lb0,
67.22661,2,sp_4-1,rb0,
67.22661,3,sp_4-1,lb0,
67.92654,1,sp_4-1,,
68.19318,1,sp_lp1,,
68.19318,2,sp_lp1,,
68.19318,3,sp_lp1,,
68.19318,4,sp_lp1,,
68.19318,5,sp_lp1,,
71.52618,2,sp_1-2,,f2
71.72616,1,sp_w1,,
71.72616,2,sp_lp2,,
71.72616,3,sp_w1,,
71.72616,4,sp_w1,,
71.72616,5,sp_w1,,
75.3258,2,sp_2-3,,
75.59244,2,sp_lp3,,
77.15894999999999,2,sp_sj3,,
77.85888,2,sp_sj3,,
78.9921,2,sp_3-2,,
79.25874,2,sp_lp2,,
80.45862,2,sp_sp2-3,,
81.25854,2,sp_w3,,b1
81.65849999999999,1,sp_1-2,,
81.92514,1,sp_w2,,
81.92514,2,sp_w3,,
81.92514,3,sp_w1,,
81.92514,4,sp_w1,,
81.92514,5,sp_w1,,
82.35843,2,sp_3-2,r1,
82.35843,4,sp_1-2,r1,
82.62507,1,sp_w2,,
82.62507,2,sp_w2,,
82.62507,3,sp_w1,,
82.62507,4,sp_w2,,
82.62507,5,sp_w1,,
83.05836,3,sp_1-2,l1,
83.05836,5,sp_1-2,l1,
83.325,1,sp_lp2,,
83.325,2,sp_lp2,,
83.325,3,sp_lp2,,
83.325,4,sp_lp2,,
83.325,5,sp_lp2,,
86.658,3,sp_2-3,lb0,
86.658,5,sp_2-3,lb0,
86.92464,1,sp_w2,,
86.92464,2,sp_w2,,
86.92464,3,sp_w3,,
86.92464,4,sp_w2,,
86.92464,5,sp_w3,,
87.35793,2,sp_2-3,rb0,
87.35793,4,sp_2-3,rb0,
87.62456999999999,1,sp_w2,,
87.62456999999999,2,sp_w3,,
87.62456999999999,3,sp_w3,,
87.62456999999999,4,sp_w3,,
87.62456999999999,5,sp_w3,,
88.05785999999999,1,sp_2-3,,
88.3245,1,sp_lp3,,
88.3245,2,sp_lp3,,
88.3245,3,sp_lp3,,
88.3245,4,sp_lp3,,
88.3245,5,sp_lp3,,
91.75748999999999,1,sp_w3,r1,
91.75748999999999,2,sp_w3,,
91.75748999999999,3,sp_w3,,
91.75748999999999,4,sp_w3,,
91.75748999999999,5,sp_w3,,
92.35743,3,,l1,
93.02403,1,,rb0,
93.02403,3,,l2,
95.52378,1,,l1,
95.52378,3,,l3,
96.19037999999999,2,,r1,
96.92363999999999,1,,lb0,
96.92363999999999,2,,r2,
96.92363999999999,3,,lb2,
97.49024999999999,4,sp_3-4,,
97.9902,5,sp_3-4,,
99.29007,1,sp_lp3,,
99.29007,2,sp_lp3,,
99.29007,3,sp_lp3,,
99.29007,4,sp_w4,,
99.29007,5,sp_w4,,
103.08968999999999,1,sp_3-1,,f2
103.35633,1,sp_w1,,
104.35623,2,sp_3-1,rwb0,f2
104.62286999999999,2,sp_w1,,
105.62276999999999,3,sp_3-1,lwb0,f2
105.98939999999999,1,sp_lp1,,
105.98939999999999,2,sp_lp1,,
105.98939999999999,3,sp_lp1,,
107.85588,1,sp_1-2,,
108.22251,2,sp_1-2,,
108.58914,3,sp_1-2,,
108.95577,4,sp_4-2,,
109.3224,5,sp_4-2,,
109.68902999999999,1,sp_lp2,,
109.68902999999999,2,sp_lp2,,
109.68902999999999,3,sp_lp2,,
109.68902999999999,4,sp_lp2,,
109.68902999999999,5,sp_lp2,,
112.88870999999999,1,sp_2-4,,
113.18867999999999,2,sp_2-4,,
113.18867999999999,3,sp_2-4,,
113.48864999999999,4,sp_2-4,,
113.48864999999999,5,sp_2-4,,
113.88861,1,sp_w4,,
113.88861,2,sp_w4,,
113.88861,3,sp_w4,,
113.88861,4,sp_w4,,
113.88861,5,sp_w4,,
117.88821,4,sp_4-3,,
117.88821,5,sp_4-3,,
118.18817999999999,2,sp_4-3,,
118.18817999999999,3,sp_4-3,,
