time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,Random2,Yellow01,Orange01,,,,,,,,,Oioi,1,0
2.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
7.2,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Stop,1,0
13.2,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
45.9,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
47.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
48.3,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
48.9,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
49.5,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
52.5,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
53.1,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
53.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
54.3,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
62.4,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Uhoi,100,0
68.4,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
80.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
83.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
84.3,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
84.9,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
85.5,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
86.1,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
86.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
88.5,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
89.1,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
89.7,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
90.3,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
96,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Uhoi,100,0
102.3,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Oioi,200,0
118.7625,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Pause,200,0
123.6,Oioi,192,Random2,Yellow01,Orange01,,,,,,,,,Bye,400,0
