time,lyrics,size
0,,
3.41 ,わたしだけの 特権 ! 特権 ! 特権 ! 特権 ! 特権 ! です ! ,
8.23 ,楽しそうに話したり 腕組んだりその類い,
13.01 ,絶対 ! 絶対 ! 絶対 ! 絶対 ! ,
15.39 ,絶対特権主張しますっ ! ,
18.26 ,,
27.13 ,その気 無いくせにあの人 優しい言葉をかけてくるから,
38.19 ,あなた達も 嬉しくなって 勘違いをしただけなの バ・カ・ねッ ! ,
46.61 ,わたしだけの 特権 ! 特権 ! 特権 ! 特権 ! 特権 ! です ! ,
51.42 ,越えたらダメ !  一線 ! 一線 ! 一線 ! 一線 ! 境界線,
56.23 ,わたしだけの 独占 ! 独占 ! 独占 ! 独占 ! 独占 ! です ! ,
61.02 ,個人的感情で 近づくの禁じます,
65.83 ,越権 ! 越権 ! 越権 ! 越権 !  越権行為許しません ! ,
71.36 ,,
82.592,わたしだけの 特権 ! 特権 ! 特権 ! 特権 ! 特権 ! です ! ,
87.41,越えたらダメ !  一線 ! 一線 ! 一線 ! 一線 ! 境界線,
92.264,わたしだけの 独占 ! 独占 ! 独占 ! 独占 ! 独占 ! です ! ,
97.015,個人的感情で 近づくの禁じます,
101.845,越権 ! 越権 ! 越権 ! 越権 !  越権行為許しません ! ,
107.205,絶対 ! 絶対 ! 絶対 ! 絶対に ! ,
111.992,絶対 ! 絶対 !  わたし わたし ここに ここに,
116.223,絶対特権主張しますっ ! ,
119.455,,
