id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,203,0,0
2,0,91,,,0,0,0
3,2.513089,1,3,5,0,1,0
4,2.513089,1,3,1,0,1,0
5,5.026178,1,3,4,0,1,0
6,5.026178,1,3,2,0,1,0
7,7.539267,1,3,5,0,1,0
8,7.539267,1,3,1,0,1,0
9,10.052356,2,3,3,0,0,0
10,11.937173,2,3,3,0,0,0
11,12.565445,1,3,4,0,0,0
12,13.193717,1,2,3,0,0,0
13,13.82199,1,4,5,0,0,0
14,14.450262,1,3,4,0,0,0
15,15.078534,1,1,2,0,0,0
16,16.335079,2,4,5,0,0,0
17,16.963351,2,4,5,0,0,0
18,17.591623,1,2,2,0,0,0
19,18.219895,1,4,4,0,0,0
20,18.848168,1,4,4,0,0,0
21,20.104712,1,2,2,0,0,0
22,20.732984,1,4,4,0,0,0
23,21.361257,2,5,4,0,0,0
24,21.989529,2,5,4,0,0,0
25,22.617801,1,4,2,0,1,0
26,22.617801,1,2,4,0,1,0
27,24.502618,1,3,3,0,0,0
28,25.13089,1,1,1,0,0,0
29,25.759162,1,2,1,0,0,0
30,26.387435,1,3,2,0,0,0
31,27.015707,1,5,4,0,0,0
32,27.643979,1,5,5,0,0,0
33,28.272251,1,4,5,0,0,0
34,28.900524,1,3,4,0,0,0
35,29.528796,1,1,2,0,0,0
36,30.157068,1,3,2,0,0,0
37,30.78534,1,3,2,0,0,0
38,31.413613,1,3,4,0,0,0
39,32.041885,1,3,4,0,0,0
40,32.670157,2,3,3,0,0,0
41,33.298429,2,3,3,0,0,0
42,33.926702,1,4,4,0,0,0
43,34.240838,1,2,2,0,0,0
44,34.554974,1,4,4,0,0,0
45,34.86911,1,2,2,0,0,0
46,35.183246,1,1,1,0,0,0
47,36.439791,1,4,5,0,1,0
48,36.439791,1,4,2,0,1,0
49,37.696335,1,2,1,0,1,0
50,37.696335,1,2,4,0,1,0
51,38.95288,1,5,5,0,0,0
52,39.581152,1,4,4,0,0,0
53,40.209424,1,2,1,0,1,0
54,40.209424,1,5,4,0,1,0
55,41.465969,1,1,2,0,1,0
56,41.465969,1,4,5,0,1,0
57,42.722513,1,5,5,0,0,0
58,43.350785,1,1,1,0,0,0
59,43.979058,2,3,3,0,0,0
60,44.60733,2,3,3,0,0,0
61,45.235602,1,2,2,0,0,0
62,45.549738,1,2,2,0,0,0
63,45.863874,1,2,2,0,0,0
64,46.492147,1,4,4,0,0,0
65,46.806283,1,4,4,0,0,0
66,47.120419,1,4,4,0,0,0
67,47.748691,1,2,2,0,0,0
68,48.062827,1,2,2,0,0,0
