1.9331399999999999,MOT_mc_bg_black_00,seat100-0,,
2.56641,1,1-2,,f1
2.56641,2,1-2,,
2.56641,3,1-2,,
2.56641,4,1-2,,
2.56641,5,1-2,,
2.63307,MOT_mc_speaker_00,temp1,,
2.76639,MOT_mc_light_up_00,l3,,
2.76639,MOT_mc_light_under_00,l1,,
3.06636,1,lp2,,
3.06636,2,w2,,
3.06636,3,w2,,
3.06636,4,w2,,
3.06636,5,w2,,
3.83295,2,,l1,
3.83295,3,,r1,
3.83295,4,,l1,
3.83295,5,,r1,
4.53288,2,,l2,
4.53288,3,,r2,
4.53288,4,,l2,
4.53288,5,,r2,
5.23281,4,,lwb0,
5.23281,5,,rwb0,
5.23281,2,,lwb0,
5.23281,3,,rwb0,
6.59934,2,,,
6.59934,3,,,
6.59934,4,sj2,,
6.59934,5,sj2,,
7.232609999999999,2,sj2,,
7.232609999999999,3,sj2,,
7.9325399999999995,1,hj2,,
8.43249,1,lp2,,
8.96577,4,2-3,,
8.96577,5,2-3,,
9.3324,2,2-3,,
9.3324,3,2-3,,
10.36563,4,3-4,,
10.36563,5,3-4,,
10.6656,2,3-4,,
10.6656,3,3-4,,
11.6655,4,j4-2,,
11.6655,5,j4-2,,
12.032129999999999,2,j4-2,,
12.032129999999999,3,j4-2,,
12.432089999999999,2,sj2,rw2,
12.432089999999999,3,sj2,lw2,
12.432089999999999,4,sj2,rw2,
12.432089999999999,5,sj2,lw2,
12.732059999999999,2,sp2-3,,
12.732059999999999,3,sp2-3,,
12.732059999999999,4,sp2-3,,
12.732059999999999,5,sp2-3,,
12.89871,2,,rb1,
12.89871,3,,lb1,
12.89871,4,,rb1,
12.89871,5,,lb1,
13.09869,2,sj2,rb0,
13.09869,3,sj2,lb0,
13.09869,4,sj2,rb0,
13.09869,5,sj2,lb0,
13.39866,MOT_mc_light_up_00,l2,,
13.39866,MOT_mc_stage_color_00,b-flash,,
13.39866,MOT_mc_bg_black_00,b80-65,,
13.46532,1,sj2,,
13.46532,2,sj2,,
13.46532,3,sj2,,
13.46532,4,sj2,,
13.46532,5,sj2,,
13.56531,MOT_mc_light_under_00,l2,,
13.56531,MOT_mc_light_center_00,l1,,
13.56531,MOT_mc_speaker_00,temp2,,
13.89861,1,lp2,,
13.89861,2,w2,,
13.89861,3,w2,,
13.89861,4,w2,,
13.89861,5,w2,,
13.89861,MOT_mc_stage_color_00,b-flash,,
18.83145,1,2-4,,
18.83145,2,2-4,,
18.83145,3,2-4,,
18.83145,4,2-4,,
18.83145,5,2-4,,
19.164749999999998,1,lp4,,
19.164749999999998,2,w4,,
19.164749999999998,3,w4,,
19.164749999999998,4,w4,,
19.164749999999998,5,w4,,
22.86438,3,4-2,,f1
22.86438,2,4-2,,f1
22.86438,4,4-2,,b-1
22.86438,5,4-2,,b-1
23.59764,3,2-4,,b0
23.59764,2,2-4,,b0
23.59764,4,2-4,,f0
23.59764,5,2-4,,f0
24.53088,MOT_mc_stage_color_00,b-flash,,
24.59754,1,4-3,,
24.59754,2,4-3,,
24.59754,3,4-3,,
24.59754,4,4-3,,
24.59754,5,4-3,,
24.96417,MOT_mc_stage_color_00,b,,
25.064159999999998,1,lp3,,
25.064159999999998,2,w3,,
25.064159999999998,3,w3,,
25.064159999999998,4,w3,,
25.064159999999998,5,w3,,
29.997,1,3-1,,
29.997,2,3-1,,
29.997,3,3-1,,
29.997,4,3-1,,
29.997,5,3-1,,
30.49695,1,lp1,,
30.49695,2,w1,,
30.49695,3,w1,,
30.49695,4,w1,,
30.49695,5,w1,,
33.79662,4,1-2,,
33.79662,5,1-2,,
34.49655,2,1-2,,
34.49655,3,1-2,,
35.22981,MOT_mc_stage_color_00,b-y,,
35.22981,MOT_mc_speaker_00,temp1,,
35.22981,MOT_mc_light_up_00,l1,,
35.22981,MOT_mc_bg_black_00,b65-80,,
35.26314,1,j1-2,,
35.26314,2,lp2,,
35.26314,3,lp2,,
35.26314,4,lp2,,
35.26314,5,lp2,,
36.46302,1,sj2,,
36.92964,1,w2,,
37.896209999999996,1,lp2,,
40.72926,1,j2-1,,
40.72926,2,sj2,,
40.72926,3,sj2,,
40.72926,4,sj2,,
40.72926,5,sj2,,
41.229209999999995,2,lp2,,
41.229209999999995,3,lp2,,
41.229209999999995,4,lp2,,
41.229209999999995,5,lp2,,
41.92914,1,sj1,,
42.395759999999996,1,w1,,
43.46232,1,1-2,r1,
43.46232,2,sj2,r1,
43.46232,3,sj2,r1,
43.46232,4,sj2,r1,
43.46232,5,sj2,r1,
43.86228,MOT_mc_light_center_00,l2,,
43.86228,MOT_mc_light_under_00,l2,,
43.86228,MOT_mc_speaker_00,temp2,,
43.86228,MOT_mc_stage_color_00,y-b,,
44.16225,1,sj2,r2,
44.16225,2,sj2,r2,
44.16225,3,sj2,r2,
44.16225,4,sj2,r2,
44.16225,5,sj2,r2,
44.795519999999996,1,sj2,rb1,
44.795519999999996,2,sj2,rb1,
44.795519999999996,3,sj2,rb1,
44.795519999999996,4,sj2,rb1,
44.795519999999996,5,sj2,rb1,
45.49545,1,sj2,rb0,
45.49545,2,sj2,rb0,
45.49545,3,sj2,rb0,
45.49545,4,sj2,rb0,
45.49545,5,sj2,rb0,
46.16205,1,sj2,l1,
46.16205,2,sj2,l1,
46.16205,3,sj2,l1,
46.16205,4,sj2,l1,
46.16205,5,sj2,l1,
46.861979999999996,1,sj2,l2,
46.861979999999996,2,sj2,l2,
46.861979999999996,3,sj2,l2,
46.861979999999996,4,sj2,l2,
46.861979999999996,5,sj2,l2,
47.56191,1,sj2,,
47.56191,2,sj2,,
47.56191,3,sj2,,
47.56191,4,sj2,,
47.56191,5,sj2,,
48.095189999999995,1,2-3,lb1,
48.095189999999995,2,2-3,lb1,
48.095189999999995,3,2-3,lb1,
48.095189999999995,4,2-3,lb1,
48.095189999999995,5,2-3,lb1,
48.42849,1,sj3,lb0,
48.42849,2,sj3,lb0,
48.42849,3,sj3,lb0,
48.42849,4,sj3,lb0,
48.42849,5,sj3,lb0,
48.9951,1,lp3,,
48.9951,2,w3,,
48.9951,3,w3,,
48.9951,4,w3,,
48.9951,5,w3,,
49.09509,MOT_mc_stage_color_00,b-flash,,
49.09509,MOT_mc_light_up_00,l4,,
49.09509,MOT_mc_light_center_00,l3,,
49.09509,MOT_mc_light_under_00,l1,,
49.09509,MOT_mc_speaker_00,temp3,,
49.09509,MOT_mc_bg_black_00,b65-45,,
49.22841,4,sj3,,
49.79502,5,sj3,,
50.494949999999996,2,sj3,,
