time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Uhoi,1,0
1.714286,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Oioi,140,0
29.142857,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Uhoi,1,0
30.857143,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Oioi,140,0
58.285714,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Uhoi,18,0
61.714286,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Uhoi,140,8
62.142857,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Oioi,140,0
65.142857,Uhoi,5,Random2,White01,Purple02,,,,,,,,,Oioi,140,0
70.285714,Uhoi,5,All1,Red02,,,,,,,,,,Oioi,280,0
85.714286,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,46.66666667,0
87,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,140,8
87.428571,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,46.66666667,0
88.714286,Uhoi,5,All1,Red02,,,,,,,,,,Uhoi,140,8
89.142857,Uhoi,5,All1,Red02,,,,,,,,,,Oioi,280,0
92.571429,Uhoi,5,All1,Red02,,,,,,,,,,Oioi,140,0
101.142857,Uhoi,5,All1,Red02,,,,,,,,,,Oioi,140,0
108,Uhoi,5,All1,Red02,,,,,,,,,,Oioi,280,0
128,Uhoi,5,All1,Red02,,,,,,,,,,Bye,300,0
