0.00000,MOT_mc_special_01,stay,,
0.00000,1,sort,-18000,
0.00000,2,sort,-18000,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_back_00,stay,,
0.03333,1,w1,,
0.03333,2,w1,,
0.06666,MOT_mc_special_01,cut1_01,,
2.63307,1,1-2,l1,
2.89971,2,1-2,r1,
3.0330299999999997,MOT_mc_bg_black_00,b80-65,,
3.29967,1,2-3,l2,
3.5663099999999996,2,2-3,r2,
3.73296,1,w3,,
3.93294,2,w3,,
4.2329099999999995,1,,lb1,
4.2329099999999995,2,,rb1,
4.46622,1,,lb0,
4.46622,2,,rb0,
4.63287,1,3-4,,
4.63287,2,3-4,,
4.93284,1,hj4,,
4.93284,2,hj4,,
5.5994399999999995,1,lp4,,
5.5994399999999995,2,lp4,,
5.93274,2,,l1,
6.066059999999999,1,,r1,
6.466019999999999,2,,l2,
6.59934,1,,r2,
6.89931,1,4-3,,
6.89931,2,4-3,,
7.19928,1,3-1,,
7.19928,2,3-1,,
7.49925,1,lp1,,
7.49925,2,lp1,,
8.165849999999999,2,w1,l3,
8.365829999999999,1,lp1,r3,
8.365829999999999,2,lp1,,
8.69913,2,,l4,
8.865779999999999,1,,r4,
9.09909,MOT_mc_bg_black_00,b65-45,,
9.09909,MOT_mc_light_up_00,l1,,
9.09909,1,1-2,,
9.09909,2,1-2,,
9.23241,MOT_all,cut1_01,,
9.43239,1,w2,,
9.43239,2,w2,,
10.298969999999999,1,hj2,,
10.298969999999999,2,hj2,,
11.03223,1,2-3,rb3,
11.23221,2,2-3,lb3,
11.43219,1,,rb2,
11.59884,2,,lb2,
11.59884,1,lp3,,
11.59884,2,lp3,,
12.232109999999999,1,3-4,,
12.332099999999999,2,3-4,,
12.59874,1,lp4,,
12.76539,2,lp4,,
12.9987,1,,rb1,
13.16535,2,,lb1,
13.46532,1,,rb0,
13.631969999999999,2,,lb0,
14.3319,1,4-1,,
14.3319,2,4-1,,
14.63187,1,lp1,,
14.63187,2,lp1,,
15.49845,1,,r1,
15.63177,2,,r1,
15.865079999999999,1,,r2,
15.93174,2,,r2,
16.23171,1,,r3,
16.26504,2,,r3,
16.665,2,1-2,,
16.96497,2,w2,rb2,
16.96497,1,1-2,rb2,
17.331599999999998,2,,rb1,
17.331599999999998,1,w2,rb1,
17.6649,1,2-4,rb0,
17.731559999999998,2,2-4,rb0,
18.03153,1,lp4,,
18.53148,1,4-1,l1,
18.63147,2,4-1,l1,
18.93144,1,lp1,,
18.93144,2,lp1,,
19.03143,1,1-3,l2,
19.164749999999998,2,1-3,l2,
19.46472,1,lp3,,
19.46472,2,lp3,,
19.564709999999998,1,,l3,
19.69803,2,,l3,
19.997999999999998,1,3-4,l4,
20.06466,2,3-4,l4,
20.3313,1,lp4,,
20.3313,2,lp4,,
20.46462,1,4-1,,
20.69793,2,4-1,,
20.76459,1,w1,,
21.03123,2,w1,,
21.73116,1,j1-2,,
21.73116,2,j1-2,,
22.13112,1,lp2,,
22.13112,2,lp2,,
22.6644,1,2-4,lb3,
22.73106,2,2-4,lb3,
22.9977,1,lp4,,
22.9977,2,lp4,,
23.09769,1,,lb2,
23.16435,2,,lb2,
23.331,MOT_mc_back_00,blue,,
23.36433,MOT_mc_special_01,cut2_01,,
23.430989999999998,1,,lb1,
23.49765,2,,lb1,
23.73096,1,,lb0,
23.79762,2,,lb0,
23.9976,MOT_all,cut1_02,,
24.09759,1,4-1,,b-1
24.09759,1,sort,-18000,
24.09759,2,4-1,,b-1
24.09759,2,sort,-18000,
24.49755,1,w1,,
24.49755,2,w1,,
25.56411,1,1-2,r1,
25.56411,2,1-2,l1,
25.864079999999998,1,w2,,
25.864079999999998,2,w2,,
26.63067,MOT_mc_back_00,blue_end,,
26.63067,MOT_mc_light_center_00,l1,,
26.96397,1,2-3,r2,
26.96397,2,2-3,l2,
27.263939999999998,1,w3,,
27.263939999999998,2,w3,,
29.06376,1,3-4,,
29.06376,2,3-4,,
29.36373,1,w4,,
29.36373,2,w4,,
30.296969999999998,1,4-2,,f0
30.296969999999998,1,sort,-18000,
30.49695,1,,,f1
30.49695,1,sort,-18000,
30.69693,1,2-1,,
31.23021,1,lp1,r3,
32.43009,1,,r4,
33.39666,1,1-4,rb3,
33.39666,2,4-2,,
33.69663,1,lp4,,
33.69663,2,w2,,
34.329899999999995,1,4-2,rb2,
34.729859999999995,1,lp2,,
35.86308,1,,r3,
36.56301,1,2-1,,
36.92964,1,lp1,,
37.562909999999995,2,2-3,,f0
37.562909999999995,2,sort,-18000,
37.562909999999995,1,w1,,b0
37.562909999999995,1,sort,-18000,
37.896209999999996,2,lp3,,f1
37.896209999999996,2,sort,-18000,
38.46282,2,3-1,lb1,
38.796119999999995,2,lp1,,
39.6627,2,,lb0,
40.06266,2,,r1,
40.56261,2,1-3,rb0,
40.92924,1,2-3,,
40.9959,2,w3,,
41.3292,1,3-1,,
41.72916,1,1-2,,
42.16245,1,w2,,
42.16245,2,lp3,,
42.429089999999995,2,,r1,
42.9957,2,3-4,,
42.9957,2,,rb0,
43.29567,2,lp4,,
44.16225,2,w4,,b0
44.16225,2,sort,-18000,
44.16225,1,2-1,,f1
44.16225,1,sort,-18000,
44.56221,1,lp1,,
44.69553,1,,rb2,
45.195479999999996,1,,rb1,
45.662099999999995,1,1-2,,
45.92874,1,hj2,,
46.62867,1,lp2,,
46.9953,1,,rb0,
47.56191,1,2-1,,
47.86188,1,lp1,,
49.46172,1,1-4,l1,
49.761689999999994,1,lp4,,
50.528279999999995,1,4-3,lb0,
50.894909999999996,1,w3,,
50.894909999999996,2,,,f1
50.894909999999996,2,sort,-18000,
51.12822,2,4-2,l1,
51.16155,MOT_mc_special_01,cut3_01,,
51.42819,2,lp2,l2,
51.728159999999995,2,,l3,
52.29477,1,3-2,r1,
52.594739999999994,1,lp2,r2,
52.894709999999996,1,,r3,
53.427989999999994,1,j2-4,,
53.427989999999994,2,j2-4,,
54.6612,1,w4,rb2,
54.6612,2,sp3-4,lb2,
55.027829999999994,1,,,
55.027829999999994,2,,,
55.027829999999994,1,,rb1,
55.027829999999994,2,,lb1,
55.361129999999996,1,3-2,,
55.361129999999996,2,3-2,,
55.361129999999996,1,,rb0,
55.361129999999996,2,,lb0,
55.761089999999996,1,lp2,,
55.761089999999996,2,lp2,,
55.9944,MOT_control_all,cut1B_1,,
56.06106,1,2-3,,
56.06106,2,2-3,,
56.39436,1,lp3,,
56.39436,2,lp3,,
57.29427,1,,r1,
57.460919999999994,2,,l1,
57.860879999999995,1,,r2,
58.06086,2,,l2,
58.39416,1,,r3,
58.594139999999996,2,,l3,
59.027429999999995,1,3-4,,
59.027429999999995,2,3-4,,
59.36073,1,w4,,
59.36073,2,w4,,
59.394059999999996,2,,,b0
59.394059999999996,2,sort,-18000,
59.59404,1,,,b0
59.59404,1,sort,-18000,
60.56061,1,4-2,r4,
60.96057,1,w2,,
61.060559999999995,2,4-2,l4,
61.527179999999994,2,w2,,
62.39376,1,2-1,r5,
62.79372,MOT_all,cut1_03,,
62.79372,1,w1,,
62.89371,2,2-1,l5,
63.36033,2,w1,,
63.426989999999996,MOT_mc_bg_black_00,b45-80,,
64.06026,MOT_control_all,cut1B_2,,
64.22691,MOT_mc_bg_black_00,b80-65,,
64.36023,MOT_mc_special_02,cut4_01,,
64.52687999999999,1,1-2,,f1
64.52687999999999,1,sort,-18000,
64.86018,1,lp2,rb4,
65.19348,1,,rb3,
65.42679,1,,rb2,
66.42669,1,2-1,rb1,
66.75999,1,lp1,,
67.35992999999999,1,,rb0,
67.6599,2,3-2,lb4,
67.89321,1,1-2,,
68.02653,2,w2,lb3,
68.22650999999999,1,lp2,,
68.49315,2,,lb2,
69.29307,1,,l1,
69.55971,1,,l2,
69.75968999999999,MOT_mc_light_up_00,l2_lp,,
69.75968999999999,MOT_all,cut1_04,,
69.95967,1,2-3,,
69.95967,2,2-3,,
70.02633,MOT_mc_bg_black_00,b65-20,,
70.29297,1,sp3-4,,
70.29297,2,sp3-4,,
70.39296,MOT_mc_special_02,cut4_02,,
70.95957,1,3-2,,
70.95957,2,4-2,,
71.3262,1,hj2,,
71.3262,2,hj2,,
71.89281,MOT_mc_special_02,cut5_01,,
72.22610999999999,1,2-1,,
72.22610999999999,2,2-1,,
72.52608,1,lp1,,
72.52608,2,lp1,,
73.25934,1,1-4,lb0,
73.25934,2,1-4,lb0,
73.62597,1,lp4,,
73.62597,2,lp4,,
74.22591,1,4-3,,
74.22591,2,4-3,,
74.49255,1,lp3,,
74.49255,2,lp3,,
74.75918999999999,1,,r1,
74.75918999999999,2,,r1,
75.02583,1,,r2,
75.02583,2,,r2,
75.92573999999999,2,3-4,r3,
75.92573999999999,1,3-4,r3,
76.22570999999999,1,lp4,,
76.22570999999999,2,lp4,,
76.79231999999999,MOT_mc_back_00,blue_moon,,
76.95897,MOT_mc_special_02,cut06_01,,
76.95897,2,sp3-4,,
76.95897,1,sp3-4,,
77.45891999999999,1,,rb2,
77.45891999999999,2,,rb2,
77.85888,1,hj4,,
77.85888,2,hj4,,
78.39215999999999,MOT_mc_light_under_00,l1,,
78.69212999999999,1,lp4,,
78.69212999999999,2,lp4,,
79.35873,1,4-2,rb1,
79.35873,2,4-2,rb1,
79.72536,1,lp2,rb0,
79.72536,2,lp2,rb0,
80.39196,1,,l1,
80.39196,2,,l1,
80.69193,1,,l2,
80.69193,2,,l2,
81.3252,1,,l3,
81.42519,2,,l3,
82.15845,2,4-2,lb2,
82.15845,1,4-2,lb2,
82.59174,2,lp2,,
82.59174,1,lp2,,
82.89171,2,2-1,lb1,
82.89171,1,2-1,lb1,
83.19167999999999,2,1-3,,
83.19167999999999,1,1-3,,
83.52498,2,hj3,,
83.52498,1,hj3,,
84.45822,1,lp3,lb0,
84.45822,2,lp3,,
84.9915,2,j3-2,,
84.9915,1,j3-2,,
85.3248,MOT_mc_special_03,cut07_01,,
85.52477999999999,2,lp2,,
85.52477999999999,1,lp2,,
86.19138,MOT_mc_light_under_00,l2,,
86.658,2,2-1,lb0,
86.658,1,2-1,l1,
86.9913,2,lp1,l1,
86.9913,1,lp1,l2,
87.45792,2,,l2,
87.45792,1,,l3,
88.02453,2,,l3,
88.02453,1,,l4,
89.29106999999999,2,1-3,,
89.29106999999999,1,1-3,,
89.59103999999999,2,lp3,,
89.59103999999999,1,lp3,,
90.42429,2,3-4,,
90.42429,1,3-4,,
90.72426,MOT_mc_special_03,cut08_01,,
90.72426,2,j4-2,,
90.72426,1,j4-2,,
91.19087999999999,2,lp2,,
91.19087999999999,1,lp2,,
91.62416999999999,2,hj2,,
91.62416999999999,1,hj2,,
92.09079,MOT_mc_back_00,red,,
92.35743,MOT_mc_light_up_00,l2_lp,,
92.35743,MOT_mc_light_under_00,l1,,
92.69073,2,2-3,lb2,
92.69073,1,2-3,l5,
93.02403,2,w3,,
93.02403,1,w3,,
93.79061999999999,2,3-1,lb1,
93.79061999999999,1,3-1,,
94.09058999999999,2,1-4,,
94.09058999999999,1,1-2,,
94.72386,2,lp4,lb0,
94.72386,1,w2,,
95.32379999999999,2,4-5,,f1
