0.03333,MOT_mc_bg_black_00,seat100-0,,
3.26634,1,lp1,,
3.36633,MOT_mc_speaker_00,temp4,,
3.36633,MOT_mc_stage_color_00,b,,
13.16535,4,1-2,r1,
13.16535,5,1-2,l1,
13.26534,2,1-2,r1,
13.26534,3,1-2,l1,
13.36533,1,1-2,,
13.731959999999999,1,lp2,,
13.731959999999999,2,lp2,,
13.731959999999999,3,lp2,,
13.731959999999999,4,lp2,,
13.731959999999999,5,lp2,,
19.23141,4,2-3,rb0,
19.43139,5,2-3,lb0,
20.06466,2,2-3,rb0,
20.23131,3,2-3,lb0,
21.16455,1,2-3,,
21.631169999999997,1,w3,,
21.631169999999997,2,w3,,
21.631169999999997,3,w3,,
21.631169999999997,4,w3,,
21.631169999999997,5,w3,,
23.49765,1,3-1,,f1
23.96427,1,lp1,,
24.16425,MOT_mc_light_up_00,l1,,
29.63037,1,1-2,,
29.997,1,lp2,,
37.42959,1,2-3,,
37.82955,1,lp3,,
43.162349999999996,1,3-4,,
43.52898,1,lp4,,
50.3283,1,4-2,,
50.6616,2,3-2,,
50.6616,3,3-2,,
51.06156,4,3-2,,
51.06156,5,3-2,,
51.06156,1,lp2,,
51.56151,2,w2,,
51.56151,3,w2,,
51.56151,4,w2,,
51.56151,5,w2,,
53.327999999999996,2,2-3,,
53.761289999999995,3,2-3,,
54.227909999999994,4,2-3,,
54.69453,5,2-3,,
55.22781,1,2-3,,
55.22781,2,w3,,
55.22781,3,w3,,
55.22781,4,w3,,
55.22781,5,w3,,
55.727759999999996,1,lp3,,
56.261039999999994,4,3-4,,
56.69433,5,3-4,,
57.16095,2,3-4,,
57.760889999999996,3,3-4,,
58.39416,2,w4,,
58.39416,3,w4,,
58.39416,4,w4,,
58.39416,5,w4,,
58.72746,1,3-4,,
59.26074,1,lp4,,
60.42729,1,4-1,,
60.79392,2,4-1,,
60.79392,3,4-1,,
61.22721,4,4-1,,
61.22721,5,4-1,,
61.6605,1,w1,,
61.6605,2,w1,,
61.6605,3,w1,,
61.6605,4,w1,,
61.6605,5,w1,,
62.19378,1,1-2,,
62.627069999999996,2,1-2,,
63.060359999999996,3,1-2,,
63.460319999999996,4,1-2,,
63.860279999999996,5,1-2,,
64.26024,1,w2,,
64.26024,2,w2,,
64.26024,3,w2,,
64.26024,4,w2,,
64.26024,5,w2,,
66.49334999999999,1,2-3,,
67.02663,1,w3,,
67.39326,2,2-3,,
67.39326,3,2-3,,
67.75989,4,2-3,,
67.75989,5,2-3,,
68.15984999999999,1,3-4,,f2
68.15984999999999,2,3-4,,
68.15984999999999,3,3-4,,
68.15984999999999,4,3-4,,
68.15984999999999,5,3-4,,
68.3265,MOT_mc_stage_color_00,b-flash,,
68.3265,MOT_mc_light_up_00,l3,,
68.3265,MOT_mc_light_center_00,l1,,
68.3265,MOT_mc_light_under_00,l3,,
68.3265,MOT_mc_bg_black_00,b80-65,,
68.55981,1,lp4,,
68.55981,2,lp4,,
68.55981,3,lp4,,
68.55981,4,lp4,,
68.55981,5,lp4,,
72.92604,1,4-2,,
73.42599,1,w2,,
74.22591,4,4-3,,
74.55921,5,4-3,,
74.95917,4,w3,,
74.95917,5,w3,,
75.42578999999999,3,4-3,,
75.9924,2,4-3,,
76.49235,1,2-3,,
77.35893,1,3-1,,
77.35893,2,3-1,,
77.35893,3,3-1,,
77.35893,4,3-1,,
77.35893,5,3-1,,
77.92554,1,w1,l1,
77.92554,2,lp1,,
77.92554,3,lp1,,
77.92554,4,lp1,,
77.92554,5,lp1,,
78.59214,1,,l2,
79.29207,1,1-2,lb1,
80.02533,1,w2,lb0,
80.95857,4,1-3,r1,
80.95857,5,1-3,l1,
81.35853,2,1-3,r1,
81.35853,3,1-3,l1,
81.65849999999999,1,2-3,,
81.9918,1,lp3,,
81.9918,2,lp3,,
81.9918,3,lp3,,
81.9918,4,lp3,,
81.9918,5,lp3,,
86.45801999999999,4,3-4,,
86.85798,5,3-4,,
87.25793999999999,2,3-4,,
87.69122999999999,3,3-4,,
88.12451999999999,1,3-4,,
88.62447,1,w4,,
88.62447,2,w4,,
88.62447,3,w4,,
88.62447,4,w4,,
88.62447,5,w4,,
89.15775,2,4-2,rb0,
89.15775,3,4-2,lb0,
89.59103999999999,4,4-2,rb0,
89.59103999999999,5,4-2,lb0,
90.02432999999999,1,4-2,,
90.42429,1,w2,,
90.42429,2,w2,,
90.42429,3,w2,,
90.42429,4,w2,,
90.42429,5,w2,,
91.59084,1,2-3,,b1
91.59084,2,2-3,,
91.59084,3,2-3,,
91.59084,4,2-3,,
91.59084,5,2-3,,
92.05745999999999,4,3-4,r1,
92.05745999999999,5,3-4,l1,
92.49074999999999,2,3-4,r1,
92.49074999999999,3,3-4,l1,
93.02403,1,3-4,,
93.42398999999999,4,4-1,r2,
93.42398999999999,5,4-1,l2,
93.82395,2,4-1,r2,
93.82395,3,4-1,l2,
94.25724,1,4-1,,
94.62387,4,1-2,,
94.62387,5,1-2,,
95.05716,2,1-2,,
95.05716,3,1-2,,
95.52378,1,w1,,
95.52378,4,w2,,
95.52378,5,w2,,
95.52378,2,w2,,
95.52378,3,w2,,
96.55700999999999,1,1-3,,
96.89031,2,2-3,rb1,
97.12362,3,2-3,lb1,
97.49024999999999,1,w3,,
97.49024999999999,2,w3,,
97.49024999999999,3,w3,,
97.59024,4,2-3,rb1,
97.95687,5,2-3,lb1,
98.49015,1,3-4,,f2
98.49015,2,w3,,
98.49015,3,w3,,
98.49015,4,w3,,
98.49015,5,w3,,
99.32339999999999,1,,r1,
100.18997999999999,1,,r2,
100.95657,1,4-1,,
101.82315,1,w1,rb1,
102.58973999999999,1,,rb0,
102.9897,1,1-2,,b1
103.18968,2,3-2,,
103.35633,3,3-2,,
103.55631,4,3-2,,
103.75628999999999,5,3-2,,
104.08959,1,w2,,
