0.03333,1,lp1,,
0.03333,2,lp1,,
0.03333,3,lp1,,
0.03333,4,lp1,,
0.03333,5,lp1,,
1.79982,1,j1-2,,
1.79982,2,j1-2,,
1.79982,3,j1-2,,
1.79982,4,j1-2,,
1.79982,5,j1-2,,
2.46642,1,lp2,,
2.46642,2,lp2,,
2.46642,3,lp2,,
2.46642,4,lp2,,
2.46642,5,lp2,,
5.13282,1,sj2,,
5.13282,2,sj2,,
5.13282,3,sj2,,
5.13282,4,sj2,,
5.13282,5,sj2,,
5.53278,1,j2-3,,
5.53278,2,j2-3,,
5.53278,3,j2-3,,
5.53278,4,j2-3,,
5.53278,5,j2-3,,
6.166049999999999,1,lp3,,
6.166049999999999,2,lp3,,
6.166049999999999,3,lp3,,
6.166049999999999,4,lp3,,
6.166049999999999,5,lp3,,
6.9993,1,sp3-4,,
6.9993,2,sp3-4,,
6.9993,3,sp3-4,,
6.9993,4,sp3-4,,
6.9993,5,sp3-4,,
9.16575,1,j4-1,,
9.16575,2,j4-1,,
9.16575,3,j4-1,,
9.16575,4,j4-1,,
9.16575,5,j4-1,,
9.29907,1,,l1,
9.29907,2,,l1,
9.29907,3,,l1,
9.29907,4,,l1,
9.29907,5,,l1,
9.998999999999999,1,lp1,l2,
9.998999999999999,2,lp1,l2,
9.998999999999999,3,lp1,l2,
9.998999999999999,4,lp1,l2,
9.998999999999999,5,lp1,l2,
12.09879,4,j1-4,,
12.39876,2,j1-4,,
12.69873,1,j1-4,,
12.69873,4,lp4,,
12.9987,3,j1-4,,
12.9987,2,lp4,,
13.26534,5,j1-4,,
13.26534,1,lp4,,
14.03193,1,4-3,lb1,
14.03193,2,4-3,lb1,
14.03193,3,4-3,lb1,
14.03193,4,4-3,lb1,
14.03193,5,4-3,lb1,
14.53188,1,lp3,lb0,
14.53188,2,lp3,lb0,
14.53188,3,lp3,lb0,
14.53188,4,lp3,lb0,
14.53188,5,lp3,lb0,
16.331699999999998,1,,r1,
16.331699999999998,2,,r1,
16.331699999999998,3,,r1,
16.331699999999998,4,,r1,
16.331699999999998,5,,r1,
17.131619999999998,1,,rb0,
17.131619999999998,2,,rb0,
17.131619999999998,3,,rb0,
17.131619999999998,4,,rb0,
17.131619999999998,5,,rb0,
17.43159,1,,l1,
17.43159,2,,l1,
17.43159,3,,l1,
17.43159,4,,l1,
17.43159,5,,l1,
18.164849999999998,1,sj3,,
18.6648,1,lp3,,
19.164749999999998,2,sj3,,
19.6647,2,lp3,,
20.23131,3,sj3,,
20.73126,3,lp3,,
21.23121,4,sj3,,
21.73116,4,lp3,,
22.231109999999997,5,sj3,,
22.73106,5,lp3,,
23.69763,5,3-2,,
23.93094,3,3-2,,
24.16425,1,3-2,,
24.39756,2,3-2,,
24.630869999999998,4,3-2,,
24.9975,1,lp2,,
24.9975,2,lp2,,
24.9975,3,lp2,,
24.9975,4,lp2,,
24.9975,5,lp2,,
27.83055,1,2-1,lb0,
27.83055,2,2-1,lb0,
27.83055,3,2-1,lb0,
27.83055,4,2-1,lb0,
27.83055,5,2-1,lb0,
28.26384,1,,r1,
28.26384,2,,r1,
28.26384,3,,r1,
28.26384,4,,r1,
28.26384,5,,r1,
28.56381,1,lp1,r2,
28.56381,2,lp1,r2,
28.56381,3,lp1,r2,
28.56381,4,lp1,r2,
28.56381,5,lp1,r2,
29.06376,1,,rb1,
29.06376,2,,rb1,
29.06376,3,,rb1,
29.06376,4,,rb1,
29.06376,5,,rb1,
29.530379999999997,1,,rb0,
29.530379999999997,2,,rb0,
29.530379999999997,3,,rb0,
29.530379999999997,4,,rb0,
29.530379999999997,5,,rb0,
31.03023,1,sj1,,
