time,lyrics,size
0,,
11.21 ,スキ スキ スキ あなたがスキ,
13.55 ,だって運命感じたんだもの,
16.94 ,ドキ ドキ ドキ 胸が鳴るの,
19.25 ,この想い 絶対 伝えたい,
23.53 ,,
25.51 ,チュ チュ チュ チュワ 恋してる,
31.38 ,後ろ姿見つけ こっちを向いてと願う,
37.14 ,友達とじゃれあい 無邪気に笑う,
42.82 ,赤い糸結ばれた この先はきっとあなた,
48.55 ,でもまだ 気づかないで 私の気持ち,
54.24 ,抑えきれない溢れるこの想い,
59.27 ,いまは 大切にして,
62.62 ,スキ スキ スキ あなたがスキ,
64.96 ,だって運命感じたんだもの,
68.351,ドキ ドキ ドキ 胸が鳴るの,
70.663,速いリズム刻んで,
74.015,ダメ ダメ ダメ クラクラしちゃう,
76.354,だってあなたの事スキなんだもん,
79.247,いつか その笑顔を そっと 私だけに向けてね,
86.391,,
88.359,スキ スキ スキ あなたがスキ,
90.687,一目見ただけでそれ感じたの,
94.064,ドキ ドキ ドキ 胸が鳴るの,
96.542,どんどんテンポ上げて,
99.723,キラ キラ キラ トキメイてる,
102.115,凄くあなたの事スキなんだもん,
104.976,いつも その笑顔を ずっと 私だけに向けてね,
112.136,,
114.04,チュ チュ チュ チュワ 恋してる,
119.76,チュ チュ チュ チュワ 止めどなく,
125.368,,
