0.03333,MOT_mc_bg_black_00,seat100-0,,
2.89971,MOT_mc_speaker_00,temp4,,
5.6994299999999996,1,lp1,,
5.6994299999999996,2,lp1,,
5.6994299999999996,3,lp1,,
5.6994299999999996,4,lp1,,
5.6994299999999996,5,lp1,,
5.6994299999999996,MOT_mc_stage_color_00,r,,
5.6994299999999996,MOT_mc_light_up_00,l1,,
10.93224,1,j1-2,,
11.198879999999999,2,j1-2,,
11.198879999999999,3,j1-2,,
11.3322,MOT_mc_stage_color_00,b-flash,,
11.3322,MOT_mc_bg_black_00,b80-45,,
11.3322,MOT_mc_light_up_00,l2,,
11.3322,MOT_mc_light_center_00,l2,,
11.3322,MOT_mc_light_under_00,l2,,
11.3322,MOT_mc_speaker_00,temp2,,
11.46552,4,j1-2,,
11.46552,5,j1-2,,
11.96547,1,w2,,
12.09879,1,2-3,,
12.332099999999999,2,2-3,,
12.332099999999999,3,2-3,,
12.332099999999999,4,2-3,,
12.332099999999999,5,2-3,,
12.632069999999999,1,j3-4,,
12.632069999999999,2,j3-4,,
12.632069999999999,3,j3-4,,
12.632069999999999,4,j3-4,,
12.632069999999999,5,j3-4,,
12.732059999999999,2,,r1,
12.732059999999999,3,,l1,
12.732059999999999,4,,r1,
12.732059999999999,5,,l1,
13.39866,1,4-2,,
13.39866,2,4-2,,
13.39866,3,4-2,,
13.39866,4,4-2,,
13.39866,5,4-2,,
14.13192,1,sp2-3,,
14.13192,2,sp2-3,,
14.13192,3,sp2-3,,
14.13192,4,sp2-3,,
14.13192,5,sp2-3,,
14.265239999999999,2,,rb0,
14.39856,3,,lb0,
14.53188,4,,rb0,
14.665199999999999,5,,lb0,
14.73186,4,3-4,,
14.73186,5,3-4,,
14.93184,2,3-4,,
14.93184,3,3-4,,
15.165149999999999,1,3-4,,
15.49845,1,lp4,,
15.49845,2,lp4,,
15.49845,3,lp4,,
15.49845,4,lp4,,
15.49845,5,lp4,,
16.665,1,j4-2,,
16.931639999999998,2,j4-2,,
16.931639999999998,3,j4-2,,
17.19828,4,j4-2,,
17.19828,5,j4-2,,
17.731559999999998,1,2-1,,
17.89821,2,2-1,,
17.89821,3,2-1,,
17.89821,4,2-1,,
17.89821,5,2-1,,
18.19818,1,j1-3,,
18.19818,2,j1-3,,
18.19818,3,j1-3,,
18.19818,4,j1-3,,
18.19818,5,j1-3,,
18.29817,2,,r1,
18.29817,3,,l1,
18.29817,4,,r1,
18.29817,5,,l1,
19.09809,1,j3-2,,
19.09809,2,w3,,
19.09809,3,w3,,
19.09809,4,w3,,
19.09809,5,w3,,
19.398059999999997,2,j3-2,,
19.398059999999997,3,j3-2,,
19.398059999999997,4,j3-2,,
19.398059999999997,5,j3-2,,
19.93134,1,w2,,
19.93134,2,w2,,
19.93134,3,w2,,
19.93134,4,w2,,
19.93134,5,w2,,
20.23131,1,sp2-3,,
20.49795,2,sp2-3,,
20.49795,3,sp2-3,,
20.49795,4,sp2-3,,
20.49795,5,sp2-3,,
21.09789,1,hj3,,
21.36453,2,hj3,,
21.36453,3,hj3,,
21.631169999999997,4,hj3,,
21.631169999999997,5,hj3,,
22.231109999999997,1,j3-4,,
22.231109999999997,2,j3-4,,
22.231109999999997,3,j3-4,,
22.231109999999997,4,j3-4,,
22.231109999999997,5,j3-4,,
22.36443,2,,rb0,
22.36443,4,,rb0,
22.36443,3,,lb0,
22.36443,5,,lb0,
22.6644,MOT_mc_stage_color_00,b-flash,,
23.06436,1,lp4,,
23.06436,2,lp4,,
23.06436,3,lp4,,
23.06436,4,lp4,,
23.06436,5,lp4,,
