id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,658,0,0
2,0,91,,,,0,0
3,2.333333,1,3,2,0,0,0
4,2.5,1,4,3,0,0,0
5,2.666667,3,2,2,0,1,3
6,2.666667,1,5,4,0,1,0
7,2.833333,1,5,4,0,0,0
8,3,1,4,5,0,0,0
9,3.166667,1,3,4,0,0,0
10,3.333333,3,1,1,0,0,3
11,3.666667,1,3,2,0,0,0
12,3.833333,1,4,3,0,0,0
13,4,3,1,1,0,1,4
14,4,1,5,4,0,1,0
15,4.166667,1,5,5,0,0,0
16,4.333333,1,4,5,0,0,0
17,4.5,1,3,4,0,0,0
18,4.666667,3,2,2,0,0,4
19,5,1,3,3,0,0,0
20,5.333333,1,3,5,0,1,0
21,5.333333,1,3,1,0,1,0
22,5.666667,1,4,2,0,1,0
23,5.666667,1,2,4,0,1,0
24,5.833333,1,3,4,0,0,0
25,6,1,3,4,0,0,0
26,6.166667,1,3,2,0,0,0
27,6.333333,2,3,3,0,0,0
28,7.333333,1,3,3,2,0,0
29,7.666667,1,2,1,0,0,0
30,7.833333,1,5,4,0,0,0
31,8,1,5,4,0,1,0
32,8,2,3,1,0,1,0
33,8.333333,1,4,5,0,0,0
34,8.5,3,4,4,0,0,5
35,9,3,3,3,0,1,5
36,9,2,3,1,0,1,0
37,9.333333,3,1,1,0,1,6
38,9.333333,3,5,5,0,1,7
39,10,3,2,2,1,1,6
40,10,3,4,4,2,1,7
41,10.333333,1,3,2,0,0,0
42,10.5,1,3,2,0,0,0
43,10.666667,2,2,5,0,0,0
44,11.166667,1,4,2,0,0,0
45,11.333333,1,4,1,0,0,0
46,11.666667,2,2,5,0,0,0
47,12,1,3,1,0,1,0
48,12,1,4,3,0,1,0
49,12.333333,1,4,2,0,1,0
50,12.333333,1,5,4,0,1,0
51,12.666667,1,5,3,0,1,0
52,12.666667,1,5,5,0,1,0
53,13,1,3,1,0,1,0
54,13,1,3,5,0,1,0
55,13.333333,2,4,1,0,1,0
56,13.333333,2,2,5,0,1,0
57,13.833333,2,2,5,0,0,0
58,14,2,2,5,0,0,0
59,14.666667,2,4,1,0,0,0
60,15,1,4,3,0,0,0
61,15.333333,1,4,2,0,0,0
62,15.666667,1,4,1,0,0,0
63,16,2,2,5,0,1,0
64,16,3,2,2,0,1,8
65,16.5,3,3,3,0,0,8
66,16.666667,2,3,2,0,1,0
67,16.666667,2,3,4,0,1,0
68,18,1,3,2,1,1,0
69,18,1,3,4,2,1,0
70,18.333333,1,2,1,0,0,0
71,18.5,1,4,4,0,0,0
72,18.666667,3,5,5,0,0,9
73,19,1,2,1,0,1,0
74,19,3,4,4,0,1,9
75,19.166667,1,4,5,0,0,0
76,19.5,1,3,4,0,0,0
77,19.666667,1,2,1,0,0,0
78,19.833333,2,2,3,0,0,0
79,20.166667,2,2,3,0,0,0
80,20.333333,1,2,1,0,1,0
81,20.333333,1,4,5,0,1,0
82,20.666667,1,3,4,0,0,0
83,21,1,2,1,0,1,0
84,21,1,2,3,0,1,0
85,21.333333,2,4,4,0,0,0
86,21.5,1,2,1,0,0,0
87,21.666667,1,1,2,0,0,0
88,21.833333,1,2,1,0,0,0
89,22.166667,1,1,2,0,0,0
90,22.333333,1,2,1,0,1,0
91,22.333333,2,4,4,0,1,0
92,22.5,1,1,2,0,0,0
93,22.666667,3,5,5,0,1,10
94,22.666667,3,3,3,0,1,11
95,23.333333,3,2,2,0,1,11
96,23.333333,3,4,4,0,1,10
97,24,1,2,1,0,1,0
98,24,3,4,4,0,1,12
99,24.333333,1,2,1,0,0,0
100,24.666667,1,2,1,0,0,0
101,25,1,2,1,0,0,0
