time,lyrics,size
0,,
2.08 ,夢を乗せて 時空超えて,
4.76 ,とどけ ! アイドル,
7.48 ,キミのココロに 鮮やかな,
11.79 ,一瞬(とき)を刻むよ,
16.66 ,,
23.61 ,Fly 地図は無いけど,
28.77 ,行きたい場所がある,
34.05 ,Let me try 涙の日も,
39.39 ,ピント合わせるよ,
44.29 ,誰もが立てる訳じゃないステージは,
50.13 ,宝箱みたいで,
53.12 ,奇跡もスリルも笑顔も,
57.664,溢れ出す 煌めき,
60.786,夢を乗せて 時空超えて,
63.442,とどけ ! アイドル,
66.107,向かい風 駆け抜けて,
69.059,今日も歌うよ,
71.458,繋がる空 雨上がりは,
74.067,探してみてね,
76.747,キミのココロに 鮮やかな,
80.956,虹を架けるよ,
85.939,,
92.644,夢を乗せて 時空超えて,
95.435,とどけ ! アイドル,
98.124,向かい風 駆け抜けて,
101.049,今日も歌うよ,
103.402,繋がる空 雨上がりは,
106.1,探してみてね,
108.748,キミのココロに 鮮やかな,
112.95,虹を架けるよ,
115.452,七色の魔法(マジック)は,
119.073,Song for you,
120.786,笑顔に染めてく,
123.399,"I'll be your ""アイドル""",
128.704,,
