0.03333,1,w1,,
0.03333,2,w1,,
0.03333,3,w1,,
0.03333,4,w1,,
0.03333,5,w1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
2.3331,1,1-3,,
2.3331,2,1-3,,
2.3331,3,1-3,,
2.3331,4,1-3,,
2.3331,5,1-3,,
2.3331,MOT_mc_stage_color_00,r,,
2.3331,MOT_mc_light_under_00,l3,,
2.3331,MOT_mc_speaker_00,temp1,,
2.76639,1,lp3,,
2.76639,2,lp3,,
2.76639,3,lp3,,
2.76639,4,lp3,,
2.76639,5,lp3,,
7.56591,1,3-2,,
7.56591,2,3-2,,
7.56591,3,3-2,,
7.56591,4,3-2,,
7.56591,5,3-2,,
8.13252,1,lp2,,
8.13252,2,lp2,,
8.13252,3,lp2,,
8.13252,4,lp2,,
8.13252,5,lp2,,
10.298969999999999,MOT_mc_stage_color_00,r-y,,
10.83225,MOT_mc_stage_color_00,y-b,,
11.36553,MOT_mc_stage_color_00,b-r,,
11.79882,5,2-3,,
11.932139999999999,MOT_mc_stage_color_00,r-y,,
12.16545,4,2-3,,
12.46542,3,2-3,,
12.46542,MOT_mc_stage_color_00,y-b,,
12.832049999999999,2,2-3,,
12.9987,MOT_mc_stage_color_00,b-r,,
13.19868,1,j2-4,,f1
13.19868,2,j3-4,,
13.19868,3,j3-4,,
13.19868,4,j3-4,,
13.19868,5,j3-4,,
13.531979999999999,MOT_mc_stage_color_00,b-flash,,
13.531979999999999,MOT_mc_light_up_00,l1,,
13.531979999999999,MOT_mc_bg_black_00,b80-65,,
13.6653,1,lp4,,
13.6653,2,lp4,,
13.6653,3,lp4,,
13.6653,4,lp4,,
13.6653,5,lp4,,
14.93184,4,4-3,l1,
15.23181,5,4-3,r1,
15.53178,2,4-3,l1,
15.83175,3,4-3,r1,
16.39836,1,hj4,,
16.39836,2,sj3,,
16.39836,3,sj3,,
16.39836,4,sj3,,
16.39836,5,sj3,,
16.86498,1,lp4,,
16.86498,2,lp3,,
16.86498,3,lp3,,
16.86498,4,lp3,,
16.86498,5,lp3,,
17.564909999999998,2,sp3-4,lb0,
