id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,986,0,0
2,0,91,,,,0,0
3,1.40625,1,3,3,0,0,0
4,1.484375,1,3,2,0,0,0
5,1.5625,1,3,3,0,0,0
6,1.71875,1,2,1,0,0,0
7,1.875,1,3,2,0,0,0
8,2.03125,1,4,3,0,0,0
9,2.1875,1,5,4,0,0,0
10,2.34375,2,5,5,0,0,0
11,2.5,1,1,1,0,0,0
12,2.65625,2,5,5,0,0,0
13,2.8125,1,1,1,0,1,0
14,2.8125,1,4,4,0,1,0
15,2.96875,1,3,3,0,0,0
16,3.125,1,1,1,0,1,0
17,3.125,1,4,4,0,1,0
18,3.28125,1,3,4,2,0,21
19,3.359375,1,3,5,2,0,21
20,3.4375,1,3,2,1,0,22
21,3.515625,1,3,1,1,0,22
22,3.59375,2,5,5,0,0,0
23,3.75,1,1,1,0,0,0
24,3.90625,2,5,5,0,0,0
25,4.0625,1,4,4,0,1,0
26,4.0625,1,1,1,0,1,0
27,4.21875,1,3,3,0,0,0
28,4.375,1,4,4,0,1,0
29,4.375,1,1,1,0,1,0
30,4.53125,1,2,2,1,1,23
31,4.53125,1,4,4,0,1,0
32,4.6875,1,5,5,0,1,0
33,4.6875,1,1,1,2,1,23
34,4.726563,1,2,2,2,0,23
35,4.84375,2,2,2,0,1,0
36,4.84375,1,5,5,0,1,0
37,5,1,5,5,0,0,0
38,5.15625,2,2,2,0,0,0
39,5.3125,1,1,1,0,1,0
40,5.3125,1,5,5,0,1,0
41,5.46875,1,2,2,0,0,0
42,5.625,1,3,3,0,1,0
43,5.625,1,5,5,0,1,0
44,5.9375,1,2,2,0,1,0
45,5.9375,1,5,5,0,1,0
46,6.09375,2,1,1,0,0,0
47,6.25,1,5,5,1,0,24
48,6.40625,1,4,4,2,0,24
49,6.445313,1,5,5,2,0,24
50,6.5625,1,1,1,2,0,25
51,6.71875,1,2,2,1,0,25
52,6.757813,1,1,1,1,0,25
53,6.875,1,5,5,1,0,26
54,7.03125,1,4,4,2,0,26
55,7.070313,1,5,5,2,0,26
56,7.1875,1,1,1,2,0,27
57,7.34375,1,2,2,1,1,27
58,7.34375,2,4,4,0,1,0
59,7.382813,1,1,1,1,0,27
60,7.65625,2,4,4,0,0,0
61,7.8125,1,3,3,0,1,0
62,7.8125,1,1,1,0,1,0
63,7.96875,1,2,2,0,0,0
64,8.125,1,3,3,0,1,0
65,8.125,1,1,1,0,1,0
66,8.28125,1,3,2,1,0,28
67,8.320313,1,3,1,1,0,28
68,8.4375,1,3,4,2,0,29
69,8.476563,1,3,5,2,0,29
70,8.59375,2,5,5,0,0,0
71,8.75,1,1,1,0,0,0
72,8.90625,2,5,5,0,0,0
73,9.0625,1,4,4,0,1,0
74,9.0625,1,1,1,0,1,0
75,9.21875,1,3,3,0,0,0
76,9.375,1,4,4,0,1,0
77,9.375,1,1,1,0,1,0
78,9.53125,1,1,1,0,1,0
79,9.53125,1,4,4,2,1,30
80,9.6875,1,1,1,0,1,0
81,9.6875,1,5,5,1,1,30
82,9.726563,1,4,4,1,0,30
83,9.84375,2,4,4,0,1,0
84,9.84375,1,2,2,1,1,31
85,9.882813,1,1,1,1,0,31
86,10.15625,2,4,4,0,0,0
87,10.3125,1,5,5,0,0,0
88,10.625,1,3,2,0,1,0
89,10.625,1,3,4,2,1,32
90,10.703125,1,3,5,2,0,32
91,10.78125,1,3,3,0,1,0
92,10.78125,1,1,1,0,1,0
93,11.09375,2,5,5,0,1,0
94,11.09375,1,2,2,1,1,33
95,11.25,1,1,1,2,0,33
96,11.40625,2,5,5,0,1,0
97,11.40625,1,2,2,1,1,33
98,11.484375,1,1,1,1,0,33
99,11.5625,1,4,4,0,0,0
100,11.875,1,2,2,1,1,35
101,11.875,1,4,4,2,1,34
102,11.953125,1,1,1,1,1,35
103,11.953125,1,5,5,2,1,34
104,12.03125,1,3,3,0,0,0
105,12.1875,1,4,4,0,0,0
106,12.34375,1,5,5,0,0,0
107,12.5,1,2,1,0,1,0
108,12.5,1,3,3,0,1,0
109,12.8125,1,3,3,0,1,0
110,12.8125,1,4,5,0,1,0
111,13.125,1,2,1,0,1,0
112,13.125,1,3,3,0,1,0
113,13.4375,1,3,3,0,1,0
114,13.4375,1,4,5,0,1,0
115,13.75,1,2,1,0,1,0
116,13.75,1,3,3,0,1,0
117,13.90625,1,2,2,0,0,0
118,14.0625,1,3,3,0,1,0
119,14.0625,1,4,5,0,1,0
120,14.21875,1,4,4,0,0,0
121,14.375,1,2,1,0,0,0
122,14.53125,1,4,4,0,0,0
123,14.6875,1,4,5,0,1,0
124,14.6875,1,3,3,0,1,0
125,14.84375,1,4,4,0,0,0
126,15,1,2,1,0,1,0
127,15,1,3,3,0,1,0
128,15.15625,1,4,4,0,0,0
129,15.3125,1,3,3,0,1,0
130,15.3125,1,4,5,0,1,0
131,15.46875,1,3,3,0,0,0
132,15.625,1,3,3,0,1,0
133,15.625,1,2,1,0,1,0
134,15.78125,1,3,3,0,0,0
135,15.9375,1,4,5,0,1,0
136,15.9375,1,3,3,0,1,0
137,16.09375,1,3,3,0,0,0
138,16.25,1,2,1,0,1,0
139,16.25,1,3,3,0,1,0
140,16.5625,1,3,3,0,1,0
141,16.5625,1,4,5,0,1,0
142,16.71875,1,4,5,0,0,0
143,16.875,1,3,3,0,1,0
144,16.875,1,2,1,0,1,0
145,17.03125,1,2,2,0,0,0
146,17.1875,1,3,3,0,1,0
147,17.1875,1,4,5,0,1,0
148,17.34375,1,4,4,0,0,0
149,17.5,1,2,1,0,1,0
150,17.5,1,3,3,0,1,0
151,17.8125,1,3,3,0,1,0
152,17.8125,1,4,5,0,1,0
153,17.96875,1,2,2,0,0,0
154,18.125,1,2,1,0,1,0
155,18.125,1,3,3,0,1,0
156,18.28125,1,5,5,0,0,0
157,18.359375,1,4,4,0,0,0
158,18.4375,1,3,3,0,1,0
159,18.4375,1,4,5,0,1,0
160,18.59375,1,2,2,0,0,0
161,18.75,1,2,1,0,1,0
162,18.75,1,3,3,0,1,0
163,19.0625,1,3,3,0,1,0
164,19.0625,1,4,5,0,1,0
165,19.375,1,3,3,0,1,0
166,19.375,1,2,1,0,1,0
167,19.53125,1,4,4,0,0,0
168,19.6875,1,3,3,0,1,0
169,19.6875,1,4,5,0,1,0
170,19.84375,1,2,2,0,0,0
171,20,1,3,3,0,1,0
172,20,1,2,2,1,1,36
173,20.078125,1,3,1,1,0,36
174,20.15625,1,3,4,0,0,0
175,20.234375,1,3,3,0,0,0
176,20.3125,1,3,5,0,0,0
177,20.46875,1,3,1,0,0,0
178,20.625,1,3,4,0,0,0
179,20.78125,1,3,2,0,0,0
180,20.9375,1,3,3,0,0,0
181,21.09375,1,3,1,0,0,0
182,21.25,1,3,4,0,0,0
183,21.40625,1,3,2,0,0,0
184,21.5625,1,3,4,0,0,0
185,21.71875,2,5,5,0,0,0
186,21.875,1,3,4,0,0,0
187,22.03125,1,2,3,0,0,0
188,22.1875,2,5,5,0,1,0
189,22.1875,1,2,2,1,1,37
190,22.265625,1,1,1,1,0,37
