time,lyrics,size
0,,
1.938,夢みたいに綺麗で泣けちゃうな,
7.85,明るい空,
9.946,見つけた一筋の流れ星,
15.05,,
18.834,黄昏に染まる世界が好き,
23.634,素敵なデキゴトを集めるのが好き,
29.815,誰にでも一つの物語,
34.59,自分らしく歩くの,
37.855,いつでもはじめられるよ,
41.439,ほら,
42.811,溢れる夕焼けは,
46.919,優しい光のプレゼント,
52.864,夢みたいに綺麗で泣けちゃうな,
58.75,これから沢山イイコトあるよ,
64.256,もし手を伸ばしたら届くかな,
69.528,明るい空,
71.616,見つけた一筋の流れ星,
76.8,,
81.744,夢みたいに綺麗で泣けちゃうよ,
87.52,明日(あす)も明後日もその次の日も,
92.832,素敵なデキゴトの花束を,
98.496,両手に抱いて駆け出す,
101.128,夕暮れの街角,
103.976,もし手を伸ばしたら触れるかな,
109.426,空に撒いてこぼれたシアワセの花びら,
114.952,夢吹色(ゆめぶきいろ),
118.97,,
