id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,47,0,0
2,0,91,,,,0,0
3,2.5,1,3,3,0,0,0
4,5,1,3,3,0,0,0
5,7.5,1,3,3,0,0,0
6,9.6875,1,3,3,0,0,0
7,11.25,1,3,3,0,0,0
8,11.875,1,3,3,0,0,0
9,12.5,1,3,3,0,0,0
10,15,1,3,3,0,0,0
11,17.5,1,3,3,0,0,0
12,19.6875,1,3,3,0,0,0
13,20.9375,1,3,3,0,0,0
14,21.875,1,3,3,0,0,0
15,22.5,1,3,3,0,0,0
16,27.5,1,3,3,0,0,0
17,32.5,1,3,3,0,0,0
18,37.5,1,3,3,0,0,0
19,40,1,3,3,0,0,0
20,42.5,1,3,3,0,0,0
21,47.5,1,3,3,0,0,0
22,52.5,1,3,3,0,0,0
23,57.5,1,3,3,0,0,0
24,60,1,3,3,0,0,0
25,62.5,1,2,3,0,0,0
26,65,1,2,3,0,0,0
27,67.5,1,4,3,0,0,0
28,70,1,4,3,0,0,0
29,72.5,1,2,3,0,0,0
30,75,1,4,3,0,0,0
31,77.5,2,3,3,0,0,0
32,80,2,3,3,0,0,0
33,82.5,1,3,3,0,0,0
34,85,1,1,3,0,0,0
35,87.5,1,2,3,0,0,0
36,90,1,4,3,0,0,0
37,92.5,1,5,3,0,0,0
38,95,1,1,3,0,0,0
39,96.25,1,3,3,0,0,0
40,97.5,1,2,3,0,0,0
41,100,1,3,3,0,0,0
42,102.5,1,3,3,0,0,0
43,105,1,3,3,0,0,0
44,107.5,1,3,3,0,0,0
45,112.5,1,3,3,0,0,0
46,114.6875,1,3,3,0,0,0
47,116.25,1,3,3,0,0,0
48,117.5,2,3,3,0,0,0
49,122.1875,2,3,3,0,0,0
50,125,92,,,,0,0
