time,lyrics,size
0,,
2.233,un deux trois ♪　un deux trois ♪　秘密のワルツ,
7.1,「さぁいらっしゃい」,
9.05,「甘いお菓子もありますよ」,
11.667,「私たち5人が」,
13.683,「魔法の世界へ」,
15.283,「連れていってあげる♪」,
16.65,,
25.867,甘い香りに誘われて,
30.217,不思議なおうちにやってきた,
35.133,こっちおいでよ私たち,
39.783,キミのことずっと待ってたの,
44.733,一口で わかるでしょ,
49.3,ここはおとぎの世界よ,
54.25,un deux trois ♪　un deux trois ♪　秘密のワルツ,
59.233,愛情込めていっぱいの,
63.867,おいしいお菓子をご用意します,
68.583,魔法の杖一振りで,
73.383,めくるめく世界の扉へ,
78.05,キミはもう この味の 虜になって,
82.567,6人目の魔女ッ子になるの,
88.35,,
96.967,素敵なリズムに身を任せ,
101.5,一緒にダンス 踊りましょう,
106.333,魔法の杖一振りで,
111.15,めくるめく世界の扉へ,
115.667,un deux trois ♪　un deux trois ♪　秘密のワルツ,
120.417,,
