0.03333,MOT_mc_bg_black_00,seat100-0,,
3.3329999999999997,1,1-2,,
3.3329999999999997,2,1-2,,
3.3329999999999997,3,1-2,,
3.3329999999999997,4,1-2,,
3.3329999999999997,5,1-2,,
3.3329999999999997,MOT_mc_speaker_00,temp4,,
3.3329999999999997,MOT_mc_light_up_00,l2,,
3.69963,1,lp2,,
3.69963,2,lp2,,
3.69963,3,lp2,,
3.69963,4,lp2,,
3.69963,5,lp2,,
3.69963,MOT_mc_bg_black_00,b80-45,,
3.69963,MOT_mc_stage_color_00,r,,
3.69963,MOT_mc_light_center_00,l1,,
3.69963,MOT_mc_light_under_00,l1,,
7.26594,1,2-1,,
7.26594,2,2-1,,
7.26594,3,2-1,,
7.26594,4,2-1,,
7.26594,5,2-1,,
7.632569999999999,1,lp1,,
7.632569999999999,2,lp1,,
7.632569999999999,3,lp1,,
7.632569999999999,4,lp1,,
7.632569999999999,5,lp1,,
11.098889999999999,4,1-3,,
11.098889999999999,2,1-3,,
11.098889999999999,MOT_mc_light_center_00,l3,,
11.43219,4,lp3,,
11.43219,2,lp3,,
11.96547,3,1-3,,
11.96547,5,1-3,,
12.29877,3,lp3,,
12.29877,5,lp3,,
12.86538,5,,r1,
12.86538,4,,l1,
12.86538,3,,r1,
12.86538,2,,l1,
13.232009999999999,5,,r2,
13.232009999999999,4,,l2,
13.232009999999999,3,,r2,
13.232009999999999,2,,l2,
13.6653,5,3-4,,
13.6653,4,3-4,,
13.9986,3,3-4,,
13.9986,2,3-4,,
14.465219999999999,5,lp4,,
14.465219999999999,4,lp4,,
14.465219999999999,3,lp4,,
14.465219999999999,2,lp4,,
14.465219999999999,1,1-3,,
14.765189999999999,5,,,b-1
14.765189999999999,4,,,b-1
14.765189999999999,3,,,b-1
14.765189999999999,2,,,b-1
14.765189999999999,1,3-4,,f1
15.065159999999999,1,lp4,,
15.065159999999999,MOT_mc_light_center_00,l1,,
15.065159999999999,MOT_mc_bg_black_00,b45-65,,
16.9983,1,,r1,
18.364829999999998,5,4-3,,
18.364829999999998,4,4-3,,
18.364829999999998,3,4-3,,
18.364829999999998,2,4-3,,
18.364829999999998,1,,r2,
18.6648,5,lp3,,
18.6648,4,lp3,,
18.6648,3,lp3,,
18.6648,2,lp3,,
20.06466,1,4-1,,
20.397959999999998,1,sj1,rb1,
20.6646,1,lp1,,
21.3312,1,,rb0,
22.56441,5,3-2,,
22.56441,4,3-2,,
22.56441,3,3-2,,
22.56441,2,3-2,,
22.56441,1,,l1,
22.93104,5,lp2,,
22.93104,4,lp2,,
22.93104,3,lp2,,
22.93104,2,lp2,,
24.56421,1,,l2,
25.897409999999997,1,,l3,
27.76389,1,1-3,lb2,
28.097189999999998,1,lp3,,
28.6638,5,2-3,,
28.6638,4,2-3,,
28.6638,3,2-3,,
28.6638,2,2-3,,
28.6638,1,3-1,lb1,
28.9971,5,lp3,,
28.9971,4,lp3,,
28.9971,3,lp3,,
28.9971,2,lp3,,
28.9971,1,lp1,,
30.59694,1,1-3,lb0,
30.59694,MOT_mc_light_up_00,l3,,
30.930239999999998,1,lp3,,
33.39666,4,3-1,,
33.92994,2,3-1,,
34.52988,1,3-1,,
35.063159999999996,3,3-1,,
35.59644,5,3-1,,
35.929739999999995,1,w1,,
35.929739999999995,2,w1,,
35.929739999999995,3,w1,,
35.929739999999995,4,w1,,
35.929739999999995,5,w1,,
36.02973,1,1-2,,
36.89631,1,2-1,,
37.929539999999996,1,1-2,,
37.929539999999996,2,1-2,,
37.929539999999996,3,1-2,,
37.929539999999996,4,1-2,,
37.929539999999996,5,1-2,,
38.329499999999996,1,w2,,
38.329499999999996,2,w2,,
38.329499999999996,3,w2,,
38.329499999999996,4,w2,,
38.329499999999996,5,w2,,
41.229209999999995,5,sj2,rb1,
41.229209999999995,4,sj2,lb1,
41.229209999999995,1,2-1,,
41.79582,3,sj2,rb1,
