id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,300,0,0
2,0,91,,,,0,0
3,3.779528,1,4,3,0,0,0
4,4.251969,1,2,3,0,0,0
5,4.724409,2,3,3,0,0,0
6,4.96063,2,3,3,0,0,0
7,5.19685,2,3,3,0,0,0
8,5.433071,2,3,3,0,0,0
9,5.669291,1,4,3,0,0,0
10,6.141732,1,2,3,0,0,0
11,6.614173,2,3,3,0,0,0
12,6.850394,2,3,3,0,0,0
13,7.086614,2,3,3,0,0,0
14,7.322835,2,3,3,0,0,0
15,7.559055,1,4,3,0,0,0
16,8.031496,1,2,3,0,0,0
17,8.503937,2,3,3,0,0,0
18,8.740157,2,3,3,0,0,0
19,8.976378,2,3,3,0,0,0
20,9.212598,2,3,3,0,0,0
21,9.448819,3,1,1,0,0,4
22,9.92126,3,2,2,0,0,4
23,10.393701,3,3,3,0,0,4
24,10.866142,3,4,4,0,0,4
25,11.338583,3,5,5,0,0,4
26,12.047244,3,3,1,0,0,4
27,12.283465,1,3,3,0,0,0
28,12.755906,1,3,3,0,0,0
29,12.992126,3,3,3,0,0,5
30,13.464567,3,5,5,0,0,5
31,13.700787,3,1,1,0,0,5
32,14.173228,3,5,5,0,0,5
33,14.645669,3,1,1,0,0,5
34,15.11811,3,5,5,1,0,5
35,15.590551,1,2,3,0,0,0
36,15.826772,1,2,3,0,0,0
37,16.062992,1,2,3,0,0,0
38,16.299213,2,2,3,0,0,0
39,16.771654,2,2,3,0,0,0
40,17.480315,1,2,3,0,0,0
41,17.716535,1,2,3,0,0,0
42,17.952756,1,2,3,0,0,0
43,18.188976,2,2,3,0,0,0
44,18.661417,2,2,3,0,0,0
45,19.133858,1,2,3,0,0,0
46,19.370079,1,2,3,0,0,0
47,19.606299,1,2,3,0,0,0
48,20.551181,1,2,3,0,0,0
49,20.787402,1,2,3,0,0,0
50,21.023622,1,2,3,0,0,0
51,21.259843,1,2,3,0,0,0
52,21.496063,2,2,3,0,0,0
53,21.968504,2,2,3,0,0,0
54,22.204724,1,2,3,0,0,0
55,22.677165,1,3,3,0,0,0
56,23.149606,1,4,3,0,0,0
57,23.385827,1,4,3,0,0,0
58,23.622047,1,4,3,0,0,0
59,23.858268,2,4,3,0,0,0
60,24.330709,2,4,3,0,0,0
61,25.03937,1,4,3,0,0,0
62,25.275591,1,4,3,0,0,0
63,25.511811,1,4,3,0,0,0
64,25.748031,2,4,3,0,0,0
65,26.220472,2,4,3,0,0,0
66,26.692913,1,4,3,0,0,0
67,26.929134,1,4,3,0,0,0
68,27.165354,1,4,3,0,0,0
69,28.110236,1,4,3,0,0,0
70,28.346457,1,4,3,0,0,0
71,28.582677,1,4,3,0,0,0
72,28.818898,1,4,3,0,0,0
73,29.055118,2,4,3,0,0,0
74,29.527559,2,4,3,0,0,0
75,29.76378,1,4,3,0,0,0
76,30.23622,1,3,3,0,0,0
77,30.944882,1,4,3,0,0,0
78,31.181102,1,4,3,0,0,0
79,31.417323,1,4,3,0,0,0
80,31.889764,3,3,3,0,0,6
81,32.598425,3,1,2,0,0,6
82,33.070866,3,4,3,0,0,6
83,33.307087,1,3,3,0,0,0
84,34.015748,1,3,3,0,0,0
85,34.251969,1,3,3,0,0,0
86,34.488189,1,3,3,0,0,0
87,34.724409,1,3,3,0,0,0
88,34.96063,1,3,3,0,0,0
89,35.19685,3,3,3,0,0,7
90,35.669291,3,1,2,0,0,7
91,36.377953,3,4,3,0,0,7
92,36.614173,1,3,3,0,0,0
93,36.850394,1,3,3,0,0,0
94,37.322835,1,3,3,0,0,0
95,37.795276,1,5,3,1,0,0
96,38.503937,1,2,3,0,0,0
97,38.740157,1,2,3,0,0,0
98,38.976378,1,2,3,0,0,0
99,39.212598,1,2,3,0,0,0
100,39.448819,1,2,3,0,0,0
101,39.685039,1,1,3,2,0,0
102,41.574803,1,1,3,0,0,0
103,41.811024,1,5,3,0,0,0
104,42.047244,1,1,3,0,0,0
105,42.283465,1,5,3,0,0,0
106,42.519685,1,1,3,0,0,0
107,42.992126,1,5,3,0,0,0
108,43.228346,1,1,3,0,0,0
109,43.464567,1,5,3,1,0,0
110,44.173228,1,2,3,0,0,0
111,44.409449,1,4,3,0,0,0
112,44.645669,1,1,3,0,0,0
113,44.88189,1,5,3,0,0,0
114,45.11811,3,5,5,0,0,8
115,45.590551,3,1,1,0,0,8
116,45.826772,3,3,3,0,0,8
117,46.062992,3,2,2,0,0,8
118,46.299213,3,4,4,0,0,8
119,46.535433,3,3,3,0,0,8
120,46.771654,3,5,5,0,0,8
121,47.007874,3,4,4,0,0,8
122,47.480315,1,4,3,0,0,0
123,47.716535,1,4,3,0,0,0
124,47.952756,1,4,3,0,0,0
125,48.188976,1,5,3,0,0,0
126,48.425197,1,5,3,0,0,0
127,48.661417,1,5,3,0,0,0
128,48.897638,1,5,3,0,0,0
129,49.133858,1,5,3,1,0,0
130,49.84252,1,2,3,0,0,0
131,50.07874,1,2,3,0,0,0
132,50.314961,1,2,3,0,0,0
133,50.551181,1,2,3,0,0,0
134,50.787402,1,1,3,2,0,0
135,51.259843,1,5,3,1,0,0
136,51.968504,1,4,3,0,0,0
137,52.440945,1,4,3,0,0,0
138,52.913386,1,4,3,0,0,0
139,53.622047,1,4,3,0,0,0
140,53.858268,1,4,3,0,0,0
141,54.094488,1,4,3,0,0,0
142,54.330709,1,4,3,0,0,0
143,54.566929,1,2,3,0,0,0
144,55.275591,3,4,4,0,0,9
145,55.748031,3,2,2,0,0,9
146,56.220472,3,4,4,0,0,9
147,56.692913,3,2,2,0,0,10
148,57.401575,3,5,4,1,0,10
149,57.637795,1,1,3,2,0,0
150,58.582677,3,2,2,0,0,11
151,59.291339,3,5,4,1,0,11
152,59.527559,1,1,3,2,0,0
153,60.472441,1,3,3,0,0,0
154,60.708661,1,3,3,0,0,0
155,60.944882,1,3,3,0,0,0
156,61.181102,3,3,3,0,0,12
157,61.653543,3,2,2,0,0,12
158,61.889764,1,3,3,0,0,0
159,62.125984,1,3,3,0,0,0
160,62.362205,3,3,3,0,0,13
161,62.834646,3,1,1,2,0,13
162,63.307087,1,4,3,0,0,0
163,63.543307,1,4,3,0,0,0
164,63.779528,1,4,3,0,0,0
165,64.015748,1,4,3,0,0,0
166,64.251969,2,2,3,0,0,0
167,64.724409,2,2,3,0,0,0
168,64.96063,1,2,3,0,0,0
169,65.19685,1,2,3,0,0,0
170,65.433071,1,2,3,0,0,0
171,65.669291,1,2,3,0,0,0
172,65.905512,1,1,3,2,0,0
173,66.377953,1,5,3,1,0,0
174,67.086614,1,3,3,0,0,0
175,67.559055,1,3,3,0,0,0
176,68.031496,3,3,3,0,0,14
177,68.740157,3,2,2,0,0,14
178,68.976378,1,4,3,0,0,0
179,69.212598,1,4,3,0,0,0
180,69.448819,1,5,3,0,0,0
181,69.685039,1,5,3,0,0,0
182,70.393701,3,2,2,0,0,1
183,70.866142,3,3,3,0,0,1
184,71.338583,3,5,4,0,0,1
185,71.811024,3,3,3,0,0,3
186,72.519685,3,4,4,0,0,3
187,73.228346,3,3,3,0,0,3
188,73.700787,3,3,3,0,0,15
189,74.173228,3,1,2,2,0,15
190,74.645669,3,3,3,0,0,16
191,75.11811,3,1,2,2,0,16
192,75.590551,1,3,3,0,0,0
193,76.062992,1,3,3,0,0,0
194,76.299213,3,4,4,0,0,17
195,77.480315,3,2,1,0,0,17
196,77.952756,1,4,3,0,0,0
197,78.661417,1,4,3,0,0,0
198,78.897638,1,4,3,0,0,0
199,79.133858,1,4,3,0,0,0
200,79.370079,1,5,3,0,0,0
201,79.84252,1,5,3,0,0,0
