time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
10,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,0
11.875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,8
12.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,32,0
14.375,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,8
21.25,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,0
73.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,48,0
76.25,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,0
110,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,32,0
111.875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,8
115,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,32,0
116.875,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,8
117.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,32,0
119.375,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,8
120,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,32,0
128.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,96,0
129.375,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
133.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,350,0
